31294,329,1,MC,Is this a restrictive clause? The bird in that cage flew away when the owner left the cage door open.,,,,,,1,1,1,1,Enabled,,,,,
31295,329,2,MC,"Is this a restrictive clause? One of the really cute dogs, in the pet shop, will be adopted soon.",,,,,,2,1,1,1,Enabled,,,,,
31296,329,3,MC,Is this a restrictive clause? The players who are wearing the blue uniforms are leading in the game.,,,,,,3,1,1,1,Enabled,,,,,
31297,329,4,MC,Is this a restrictive clause? All students who study hard should pass easily.,,,,,,4,1,1,1,Enabled,,,,,
31298,329,5,MC,"Is this a restrictive clause? Mr Johnson, who came to my party, is a friend of my grandparents.",,,,,,5,1,1,1,Enabled,,,,,
31299,329,6,MC,"Is this a restrictive clause? The mall, which is abandoned, is getting demolished.",,,,,,6,1,1,1,Enabled,,,,,
31300,329,7,MC,Is this a restrictive clause? Those students who excelled in their class will be on the honor roll.,,,,,,7,1,1,1,Enabled,,,,,
31301,329,8,MC,"Is this a restrictive clause? My Aunt Janice, who is recovering from dengue fever, will not be at the reunion.",,,,,,8,1,1,1,Enabled,,,,,
31302,329,9,MC,Is this a restrictive clause? Those are the cupcakes that I made for the school bake sale.,,,,,,9,1,1,1,Enabled,,,,,
31303,329,10,MC,"Is this a restrictive clause? These books, which I bought from the book sale, were as good as I had hoped.",,,,,,10,1,1,1,Enabled,,,,,
31304,329,11,MC,"Is this a nonrestrictive clause? My mother, who drives a golden car, was late to pick me up.",,,,,,11,1,1,1,Enabled,,,,,
31305,329,12,MC,Is this a nonrestrictive clause? The ceramic bowl that is on the top of the cupboard is very expensive.,,,,,,12,1,1,1,Enabled,,,,,
31306,329,13,MC,"Is this a nonrestrictive clause? Rebecca asked Simon, who was in her class, if she could have his notes.",,,,,,13,1,1,1,Enabled,,,,,
31307,329,14,MC,Is this a nonrestrictive clause? The robber hid the money which he had robbed from the bank.,,,,,,14,1,1,1,Enabled,,,,,
31308,329,15,MC,"Is this a nonrestrictive clause? The ball that belonged to John, was confiscated.",,,,,,15,1,1,1,Enabled,,,,,
31309,329,16,MC,"Is this a nonrestrictive clause? The essay, which was written in black ink, was about Clifford the Big Red Dog.",,,,,,16,1,1,1,Enabled,,,,,
31310,329,17,MC,Is this a nonrestrictive clause? The boy that is mowing the lawn right now is my neighbour's brother.,,,,,,17,1,1,1,Enabled,,,,,
31311,329,18,MC,Is this a nonrestrictive clause? The woman who lives next door claims to be an opera singer.,,,,,,18,1,1,1,Enabled,,,,,
31312,329,19,MC,Is this a nonrestrictive clause? I like the painting that hangs on kitchen wall.,,,,,,19,1,1,1,Enabled,,,,,
31313,329,20,MC,Is this a nonrestrictive clause? Students that fail to submit the assignment will fail the course.,,,,,,20,1,1,1,Enabled,,,,,
31314,329,21,MC,Is this a restrictive clause? Students who cheat in any examinations will be expelled.,,,,,,1,2,1,1,Enabled,,,,,
31315,329,22,MC,"Is this a restrictive clause? Joe's parents, who are lawyers, are very strict with punctuality.",,,,,,2,2,1,1,Enabled,,,,,
31316,329,23,MC,"Is this a restrictive clause? I spoke with mum, who was not feeling too well, about my graduation ceremony.",,,,,,3,2,1,1,Enabled,,,,,
31317,329,24,MC,Is this a restrictive clause? I like the clothes that Tommy is wearing.,,,,,,4,2,1,1,Enabled,,,,,
31318,329,25,MC,Is this a restrictive clause? I hope to hear from Nicholas whom I spent hours talking with last night.,,,,,,5,2,1,1,Enabled,,,,,
31319,329,26,MC,"Is this a restrictive clause? The man, whom I recently met, was the president of this country.",,,,,,6,2,1,1,Enabled,,,,,
31320,329,27,MC,"Is this a restrictive clause? The glasses, I wore the other day, broke.",,,,,,7,2,1,1,Enabled,,,,,
31321,329,28,MC,"Is this a restrictive clause? Peter and Jane, who are cousins, are going to Alaska next week.",,,,,,8,2,1,1,Enabled,,,,,
31322,329,29,MC,Is this a restrictive clause? I like the blue dress that Jane wore to the party.,,,,,,9,2,1,1,Enabled,,,,,
31323,329,30,MC,Is this a restrictive clause? Scarlet likes to play soccer with the boys from her neighbourhood.,,,,,,10,2,1,1,Enabled,,,,,
31324,329,31,MC,"Is this a nonrestrictive clause? Franklin, who is my best friend, will attend my birthday party.",,,,,,11,2,1,1,Enabled,,,,,
31325,329,32,MC,"Is this a nonrestrictive clause? The man, who plays as a leftback for our school football team, has worked at his father's farm for over years.",,,,,,12,2,1,1,Enabled,,,,,
31326,329,33,MC,"Is this a nonrestrictive clause? I went to Paris with Johnny, who lives next door.",,,,,,13,2,1,1,Enabled,,,,,
31327,329,34,MC,"Is this a nonrestrictive clause? Greta, who is still on the plane, will arrive by half past 6.",,,,,,14,2,1,1,Enabled,,,,,
31328,329,35,MC,Is this a nonrestrictive clause? The paramedic helped the civilians who had been injured in the accident.,,,,,,15,2,1,1,Enabled,,,,,
31329,329,36,MC,Is this a nonrestrictive clause? The officers can eat the box of sugar doughnuts that is in the pantry.,,,,,,16,2,1,1,Enabled,,,,,
31330,329,37,MC,Is this a nonrestrictive clause? The suspect with the beard in the lineup committed the crime.,,,,,,17,2,1,1,Enabled,,,,,
31331,329,38,MC,"Is this a nonrestrictive clause? Uncle John, who owns John's Bakery, drives a John's Bakery's van.",,,,,,18,2,1,1,Enabled,,,,,
31332,329,39,MC,Is this a nonrestrictive clause? The girl that has a broken ankle is limping up the stairs.,,,,,,19,2,1,1,Enabled,,,,,
