34824,88,880001,FIB,"What is the value of 2 in the following number?  20,000",,,"{""type"":1,""answer"":[{""value"":""Ten-thousands"",""type"":""string""}]}",,,1,1,1,1,Enabled,,,,,
34825,88,880002,FIB,"What is the value of 6 in the following number?  48,769",,,"{""type"":1,""answer"":[{""value"":""Tens"",""type"":""string""}]}",,,2,1,1,1,Enabled,,,,,
34826,88,880003,FIB,"What is the value of 1 in the following number?  1,248,770",,,"{""type"":1,""answer"":[{""value"":""Millions"",""type"":""string""}]}",,,3,1,1,1,Enabled,,,,,
34827,88,880004,FIB,"What is the value of 6 in the following number? 6,448,771",,,"{""type"":1,""answer"":[{""value"":""Millions"",""type"":""string""}]}",,,4,1,1,1,Enabled,,,,,
34828,88,880005,FIB,"What is the value of 7 in the following number? 24,758
",,,"{""type"":1,""answer"":[{""value"":""Hundreds"",""type"":""string""}]}",,,5,1,1,1,Enabled,,,,,
34829,88,880006,FIB,"What is the value of 0 in the following number? 344,505
",,,"{""type"":1,""answer"":[{""value"":""Tens"",""type"":""string""}]}",,,6,1,1,1,Enabled,,,,,
34830,88,880007,FIB,"What is the value of 7 in the following number? 45,457
",,,"{""type"":1,""answer"":[{""value"":""Ones"",""type"":""string""}]}",,,7,1,1,1,Enabled,,,,,
34831,88,880008,FIB,"What is the value of 1 in the following number? 21,477
",,,"{""type"":1,""answer"":[{""value"":""Thousands"",""type"":""string""}]}",,,8,1,1,1,Enabled,,,,,
34832,88,880009,FIB,"What is the value of 5 in the following number? 21,058
",,,"{""type"":1,""answer"":[{""value"":""Tens"",""type"":""string""}]}",,,9,1,1,1,Enabled,,,,,
34833,88,880010,FIB,"What is the value of 6 in the following number? 64,027
",,,"{""type"":1,""answer"":[{""value"":""Ten-thousands"",""type"":""string""}]}",,,10,1,1,1,Enabled,,,,,
34834,88,880011,FIB,"What is the value of 8 in the following number? 15,805
",,,"{""type"":1,""answer"":[{""value"":""Hundreds"",""type"":""string""}]}",,,11,1,1,1,Enabled,,,,,
34835,88,880012,FIB,"What is the value of 1 in the following number? 41,258
",,,"{""type"":1,""answer"":[{""value"":""Thousands"",""type"":""string""}]}",,,12,1,1,1,Enabled,,,,,
