,140,24378,,,,The answer is the soccer field. It is the name of a place. It is a place where you play the sport soccer.,,,,,
,140,24379,,,,The answer is Vietnam. Vietnam is a name of a country. It is a place where you can go.,,,,,
,140,24380,,,,The answer is dog. You are asked to look for the name of an animal. Dog is the name of an animal.,,,,,
,140,24381,,,,The answer is cat. You are asked to look for the name of an animal. Cat is the name of an animal.,,,,,
,140,24382,,,,The answer is car. You are going to write the name of a thing. Car is the name of a thing.,,,,,
,140,24383,,,,The answer is snowboard. You are going to choose the name of a thing. Snowboard is the name of a thing.,,,,,
,140,24384,,,,The answer is shirt. A common noun is basically a general name of something. It is not a name that is specific enough that you can immediately identify it.,,,,,
,140,24385,,,,The answer is ball. A common noun is basically a general name of something. It is not a name that is specific enough that you can immediately identify it.,,,,,
,140,24386,,,,The answer is laptop. A common noun is basically a general name of something. It is not a name that is specific enough that you can immediately identify it.,,,,,
,140,24387,,,,The answer is soda. A common noun is basically a general name of something. It is not a name that is specific enough that you can immediately identify it.,,,,,
,140,24388,,,,"The answer is Toshiba. A proper noun is a specific name of something or someone. It is specific enough, where you can identify it among a group of the same kind.",,,,,
,140,24389,,,,"The answer is John. A proper noun is a specific name of something or someone. It is specific enough, where you can identify it among a group of the same kind.",,,,,
,140,24390,,,,"The answer is Scooby-Doo. A proper noun is a specific name of something or someone. It is specific enough, where you can identify it among a group of the same kind.",,,,,
,140,24391,,,,"The answer is Ariel. A proper noun is a specific name of something or someone. It is specific enough, where you can identify it among a group of the same kind.",,,,,
,140,24392,,,,"The answer is Mitsubishi. A proper noun is a specific name of something or someone. It is specific enough, where you can identify it among a group of the same kind.",,,,,
,140,24393,,,,"The answer is boy. You want to use a common noun in the sentence because the sentence starts with the article the. You do not use a proper noun, when the first word is an article.",,,,,
,140,24394,,,,"The answers are John and homework. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24395,,,,"The answers are Ahmad and car. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24396,,,,"The answers are Faridah and parrot. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24397,,,,"The answers are house and door. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24398,,,,"The answers are Harry and river. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24399,,,,"The answers are George and office. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24400,,,,"The answers are car and tires. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24401,,,,"The answers are elephant and zoo. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24402,,,,"The answers are children and field. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24403,,,,"The answers are dog and cat. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24404,,,,"The answers are car and highway. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24405,,,,"The answers are houses and developer. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24406,,,,"The answers are teacher and students. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24407,,,,"The answers are boy and tree. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24408,,,,"The answers are lady and car. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24409,,,,"The answers are tiger and cage. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24410,,,,"The answers are Balloon and sky. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
,140,24411,,,,"The answers are bicycle and wheels. You are to find the nouns in the sentence. Nouns will include both proper and common nouns.Remember nouns are names of people,places,things and ideas.",,,,,
