35957,15,91,MC,"What is the missing number: 5, 4, 3, 2, 1, ___",,,,,,76,2,1,1,Enabled,,,,,
35958,2,92,MC,1 more than 8 is_____,,,,,,35,1,1,1,Enabled,,,,,
35959,2,93,MC,___and____make 11,,,,,,36,1,1,1,Enabled,,,,,
35960,2,94,MC,Sarah made 4 bookmarks. Anna made 5 bookmarks. How many bookmarks did they make altogether?,,,,,,96,3,1,1,Enabled,,,,,
35961,21,95,FIB,Write the number 4 in words,,,"{""type"":1,""answer"":[{""value"":""four"",""type"":""string""}]}",,,19,2,1,1,Enabled,,,,,
35962,21,96,FIB,Write the number 0 in words,,,"{""type"":1,""answer"":[{""value"":""zero"",""type"":""string""}]}",,,20,2,1,1,Enabled,,,,,
35963,2,97,MC,Which number is 2 more than 8?,,,,,,80,2,1,1,Enabled,,,,,
35964,15,98,FIB,"Complete the pattern: 9, 8, 7, ___, 5, __, 3, ___",,,"{""type"":1,""answer"":[{""value"":""6,4,2"",""type"":""string""}]}",,,77,2,1,1,Enabled,,,,,
35965,11,99,O,"Arrange from smallest to largest:2, 8, 11, 44, 10",,,"2,8,10,11,44","2,8,11,44,10",,62,2,1,1,Enabled,,,,,
35966,2,910,FIB,There are 8 strawberries in basket and 2 outside it. How many strawberries are there altogether?,,,"{""type"":1,""answer"":[{""value"":10,""type"":""int""}]}",,,97,3,1,1,Enabled,,,,,
35967,2,911,FIB,Joe has some stamps. He gives 4 stamps away and has 5 of them left. How many stamps does he have at first?,,,"{""type"":1,""answer"":[{""value"":9,""type"":""int""}]}",,,98,3,1,1,Enabled,,,,,
35968,3,912,FIB,Lim buys 8 eggs. She uses some eggs and 3 eggs are left. How many eggs does Lim use?,,,"{""type"":1,""answer"":[{""value"":5,""type"":""int""}]}",,,70,3,1,1,Enabled,,,,,
35969,518,913,FIB,"10 pupils are in classroom, 6 of them are boys. How many girls are there in classroom?",,,"{""type"":1,""answer"":[{""value"":4,""type"":""int""}]}",,,4,3,1,1,Enabled,,,,,
35970,514,914,MC,"Two numbers add up to be 15. If one of the numbers is 8, what is the other number?",,,,,,112,3,1,1,Enabled,,,,,
35971,15,915,MC,"What is the missing number: ____, 13, 15, 17",,,,,,78,2,1,1,Enabled,,,,,
35972,11,916,O,"Arrange from smallest to largest: 2, 18, 0, 22",,,"0,2,18,22","2,18,0,22",,63,2,1,1,Enabled,,,,,
35973,518,917,FIB,8 + __ = 22,,,"{""type"":1,""answer"":[{""value"":14,""type"":""int""}]}",,,13,1,1,1,Enabled,,,,,
35974,519,918,FIB,55 - __ = 9,,,"{""type"":1,""answer"":[{""value"":46,""type"":""int""}]}",,,20,1,1,1,Enabled,,,,,
35975,514,919,FIB,Johnny has 12 stickers. He has 3 fewer than Adam. How many stickers does Adam have?,,,"{""type"":1,""answer"":[{""value"":15,""type"":""int""}]}",,,113,3,1,1,Enabled,,,,,
35976,514,920,FIB,Sarah read 9 pages of a book on Saturday. She read 8 pages of the book on Sunday. How many pages did she read on the two days?,,,"{""type"":1,""answer"":[{""value"":17,""type"":""int""}]}",,,114,3,1,1,Enabled,,,,,
35977,515,921,FIB,Sarah read 9 pages of a book on Saturday. She read 8 pages of the book on Sunday. How many pages are there in book if she still has 4 more pages to end of book?,,,"{""type"":1,""answer"":[{""value"":21,""type"":""int""}]}",,,84,3,1,1,Enabled,,,,,
35978,514,922,FIB,Bala has 5 stamps. His uncle has 11 more stamps than Bala. How many stamps does his uncle have?,,,"{""type"":1,""answer"":[{""value"":16,""type"":""int""}]}",,,115,3,1,1,Enabled,,,,,
35979,515,923,FIB,Bala has 5 stamps. His uncle has 11 more stamps than Bala. How many stamps do they have altogether?,,,"{""type"":1,""answer"":[{""value"":21,""type"":""int""}]}",,,85,3,1,1,Enabled,,,,,
35980,15,924,MC,"What comes next in the pattern: 70, 75, 80, __",,,,,,79,2,1,1,Enabled,,,,,
35981,513,925,MC,Subtract 3 tens from 9 tens 7 ones. Which is the correct answer?,,,,,,1,3,1,1,Enabled,,,,,
35982,515,926,MC,"Lily gave Sarah 13 stickers and Bet 17 stickers, how many stickers did Lily give to the two girls?",,,,,,86,3,1,1,Enabled,,,,,
35983,519,927,MC,26 is___less than 46.,,,,,,13,2,1,1,Enabled,,,,,
35984,523,928,MC,Add 8 ones to 5 tens 8 ones. The answer is___,,,,,,21,2,1,1,Enabled,,,,,
35985,15,929,MC,There are ___tens 5 ones in 35 + 20,,,,,,80,2,1,1,Enabled,,,,,
35986,21,930,FIB,Write 7 tens 9 ones in numerals,,,"{""type"":1,""answer"":[{""value"":79,""type"":""int""}]}",,,21,2,1,1,Enabled,,,,,
35987,21,931,FIB,Write 29 in words,,,"{""type"":1,""answer"":[{""value"":""twenty nine"",""type"":""string""}]}",,,22,2,1,1,Enabled,,,,,
35988,11,932,O,"Arrange from greatest to smallest: 62, 35, 94, 58",,,"94,62,58,35","62,35,94,58",,64,2,1,1,Enabled,,,,,
35989,517,933,FIB,38 + 41 = __ + 9,,,"{""type"":1,""answer"":[{""value"":70,""type"":""int""}]}",,,22,2,1,1,Enabled,,,,,
35990,518,934,FIB,"Use 3 numbers to form a subtraction equation:17, 36, 19, 52",,,"{""type"":1,""answer"":[{""value"":""36-17=19"",""type"":""string""}]}",,,5,3,1,1,Enabled,,,,,
35991,518,935,FIB,28 - ___ = 10,,,"{""type"":1,""answer"":[{""value"":18,""type"":""int""}]}",,,14,1,1,1,Enabled,,,,,
35992,513,936,FIB,"The sum of two numbers is 77, one of the numbers is 7. Find the other number.",,,"{""type"":1,""answer"":[{""value"":70,""type"":""int""}]}",,,2,3,1,1,Enabled,,,,,
35993,11,937,FIB,Jack is shorter than Dan. Lela is taller than Jack but shorter than Rini. Dan is shorter than Lela. Who is the tallest?,,,"{""type"":1,""answer"":[{""value"":""rini"",""type"":""string""}]}",,,72,3,1,1,Enabled,,,,,
35994,518,938,FIB,Peter has 32 marbles. Harry has 19 fewer marbles than Peter. How many marbles does Harry have?,,,"{""type"":1,""answer"":[{""value"":23,""type"":""int""}]}",,,6,3,1,1,Enabled,,,,,
35995,513,939,FIB,Peter has 32 marbles. Harry has 19 fewer marbles than Peter. How many marbles do the two boys have altogether?,,,"{""type"":1,""answer"":[{""value"":55,""type"":""int""}]}",,,3,3,1,1,Enabled,,,,,
35996,523,940,FIB,A farmer had 83 chickens and ducks on his farm. He sold 22 chickens and 40 ducks. How many chickens and ducks did he sell in all?,,,"{""type"":1,""answer"":[{""value"":62,""type"":""int""}]}",,,21,3,1,1,Enabled,,,,,
35997,10,941,FIB,A farmer had 83 chickens and ducks on his farm. He sold 22 chickens and 40 ducks. How many chickens and ducks were not sold?,,,"{""type"":1,""answer"":[{""value"":21,""type"":""int""}]}",,,20,3,1,1,Enabled,,,,,
35998,523,942,FIB,Jacky baked 44 buns. Kevin baked 38 buns. How many buns did they bake altogether?,,,"{""type"":1,""answer"":[{""value"":82,""type"":""int""}]}",,,22,3,1,1,Enabled,,,,,
35999,518,943,FIB,"Jacky baked 44 buns. After giving some buns to her friends, Jacky had 29 buns left. How many buns did Jacky give to her friends?",,,"{""type"":1,""answer"":[{""value"":15,""type"":""int""}]}",,,7,3,1,1,Enabled,,,,,
36000,515,944,MC,33 + 3 = ___,,,,,,91,1,1,1,Enabled,,,,,
36001,519,945,MC,What is difference between 66 and 21?,,,,,,14,2,1,1,Enabled,,,,,
36002,514,946,MC,Loh caught 8 fish on Monday. He caught 9 fish on Wednesday. How many fish did he catch altogether?,,,,,,116,3,1,1,Enabled,,,,,
36003,523,947,MC,Peh has 47 English books 32 Chinese books. How many books does he have ?,,,,,,23,3,1,1,Enabled,,,,,
