,329,31294,1,,Yes,,,Yes,1,1,,,,,,,,
,329,31294,1,,No,,,No,0,1,,,,,,,,
,329,31295,2,,Yes,,,No,0,1,,,,,,,,
,329,31295,2,,No,,,Yes,1,1,,,,,,,,
,329,31296,3,,Yes,,,Yes,1,1,,,,,,,,
,329,31296,3,,No,,,No,0,1,,,,,,,,
,329,31297,4,,Yes,,,Yes,1,1,,,,,,,,
,329,31297,4,,No,,,No,0,1,,,,,,,,
,329,31298,5,,Yes,,,No,0,1,,,,,,,,
,329,31298,5,,No,,,Yes,1,1,,,,,,,,
,329,31299,6,,Yes,,,Yes,1,1,,,,,,,,
,329,31299,6,,No,,,No,0,1,,,,,,,,
,329,31300,7,,Yes,,,Yes,1,1,,,,,,,,
,329,31300,7,,No,,,No,0,1,,,,,,,,
,329,31301,8,,Yes,,,No,0,1,,,,,,,,
,329,31301,8,,No,,,Yes,1,1,,,,,,,,
,329,31302,9,,Yes,,,Yes,1,1,,,,,,,,
,329,31302,9,,No,,,No,0,1,,,,,,,,
,329,31303,10,,Yes,,,No,0,1,,,,,,,,
,329,31303,10,,No,,,Yes,1,1,,,,,,,,
,329,31304,11,,Yes,,,Yes,1,1,,,,,,,,
,329,31304,11,,No,,,No,0,1,,,,,,,,
,329,31305,12,,Yes,,,No,0,1,,,,,,,,
,329,31305,12,,No,,,Yes,1,1,,,,,,,,
,329,31306,13,,Yes,,,Yes,1,1,,,,,,,,
,329,31306,13,,No,,,No,0,1,,,,,,,,
,329,31307,14,,Yes,,,Yes,1,1,,,,,,,,
,329,31307,14,,No,,,No,0,1,,,,,,,,
,329,31308,15,,Yes,,,No,0,1,,,,,,,,
,329,31308,15,,No,,,Yes,1,1,,,,,,,,
,329,31309,16,,Yes,,,Yes,1,1,,,,,,,,
,329,31309,16,,No,,,No,0,1,,,,,,,,
,329,31310,17,,Yes,,,No,0,1,,,,,,,,
,329,31310,17,,No,,,Yes,1,1,,,,,,,,
,329,31311,18,,Yes,,,No,0,1,,,,,,,,
,329,31311,18,,No,,,Yes,1,1,,,,,,,,
,329,31312,19,,Yes,,,No,0,1,,,,,,,,
,329,31312,19,,No,,,Yes,1,1,,,,,,,,
,329,31313,20,,Yes,,,No,0,1,,,,,,,,
,329,31313,20,,No,,,Yes,1,1,,,,,,,,
,329,31314,21,,Yes,,,Yes,1,1,,,,,,,,
,329,31314,21,,No,,,No,0,1,,,,,,,,
,329,31315,22,,Yes,,,No,0,1,,,,,,,,
,329,31315,22,,No,,,Yes,1,1,,,,,,,,
,329,31316,23,,Yes,,,No,0,1,,,,,,,,
,329,31316,23,,No,,,Yes,1,1,,,,,,,,
,329,31317,24,,Yes,,,Yes,1,1,,,,,,,,
,329,31317,24,,No,,,No,0,1,,,,,,,,
,329,31318,25,,Yes,,,No,0,1,,,,,,,,
,329,31318,25,,No,,,Yes,1,1,,,,,,,,
,329,31319,26,,Yes,,,Yes,1,1,,,,,,,,
,329,31319,26,,No,,,No,0,1,,,,,,,,
,329,31320,27,,Yes,,,Yes,1,1,,,,,,,,
,329,31320,27,,No,,,No,0,1,,,,,,,,
,329,31321,28,,Yes,,,No,0,1,,,,,,,,
,329,31321,28,,No,,,Yes,1,1,,,,,,,,
,329,31322,29,,Yes,,,Yes,1,1,,,,,,,,
,329,31322,29,,No,,,No,0,1,,,,,,,,
,329,31323,30,,Yes,,,Yes,1,1,,,,,,,,
,329,31323,30,,No,,,No,0,1,,,,,,,,
,329,31324,31,,Yes,,,Yes,1,1,,,,,,,,
,329,31324,31,,No,,,No,0,1,,,,,,,,
,329,31325,32,,Yes,,,No,0,1,,,,,,,,
,329,31325,32,,No,,,Yes,1,1,,,,,,,,
,329,31326,33,,Yes,,,Yes,1,1,,,,,,,,
,329,31326,33,,No,,,No,0,1,,,,,,,,
,329,31327,34,,Yes,,,Yes,1,1,,,,,,,,
,329,31327,34,,No,,,No,0,1,,,,,,,,
,329,31328,35,,Yes,,,No,0,1,,,,,,,,
,329,31328,35,,No,,,Yes,1,1,,,,,,,,
,329,31329,36,,Yes,,,No,0,1,,,,,,,,
,329,31329,36,,No,,,Yes,1,1,,,,,,,,
,329,31330,37,,Yes,,,No,0,1,,,,,,,,
,329,31330,37,,No,,,Yes,1,1,,,,,,,,
,329,31331,38,,Yes,,,Yes,1,1,,,,,,,,
,329,31331,38,,No,,,No,0,1,,,,,,,,
,329,31332,39,,Yes,,,Yes,1,1,,,,,,,,
,329,31332,39,,No,,,No,0,1,,,,,,,,
,329,31333,40,,Yes,,,Yes,1,1,,,,,,,,
,329,31333,40,,No,,,No,0,1,,,,,,,,
,329,31334,41,,Yes,,,Yes,1,1,,,,,,,,
,329,31334,41,,No,,,No,0,1,,,,,,,,
,329,31335,42,,Yes,,,Yes,1,1,,,,,,,,
,329,31335,42,,No,,,No,0,1,,,,,,,,
,329,31336,43,,Yes,,,No,0,1,,,,,,,,
,329,31336,43,,No,,,Yes,1,1,,,,,,,,
,329,31337,44,,Yes,,,No,0,1,,,,,,,,
,329,31337,44,,No,,,Yes,1,1,,,,,,,,
,329,31338,45,,Yes,,,Yes,1,1,,,,,,,,
,329,31338,45,,No,,,No,0,1,,,,,,,,
,329,31339,46,,Yes,,,Yes,1,1,,,,,,,,
,329,31339,46,,No,,,No,0,1,,,,,,,,
,329,31340,47,,Yes,,,No,0,1,,,,,,,,
,329,31340,47,,No,,,Yes,1,1,,,,,,,,
,329,31341,48,,Yes,,,Yes,1,1,,,,,,,,
,329,31341,48,,No,,,No,0,1,,,,,,,,
,329,31342,49,,Yes,,,Yes,1,1,,,,,,,,
