1,1,7,,,1,,bats&tennis_rackets_answer.jpg,,,,,
2,1,8,,,1,"Compare digits according to place value. In this case, the numbers are all tens.  Look for number with largest ten value.  We know 8>6>5.  Hence the answer is 53, 68, 85",,,,,,
3,1,9,,,1,"The missing number is 89, it comes after 88 and before 90.",,,,,,
4,1,10,,,1,"The missing number is 7, you need to count backwards from 10 to arrive at the answer.  7 is smaller than 8 and larger than 6",,,,,,
5,1,13,,,1,Step 1: Use place values determine largest value  <br/> Step 2: Rank by largest place value <br/> Step 3: Move down to next place value until solved,,,,,,
6,1,16,,,1,,6stars&4hearts_answer.png,,,,,
7,1,18,,,1,,module_1101_97.png,,,,,
8,1,19,,,1,"Step 1: Check the interval: 100-99=1, 92-91=1, and, 99-98=1 . Step 2: 94-1=93.  The answer is 93",module_11019.png,,,,,
9,1,20,,,1,,module_1101_64.png,,,,,
10,2,21,,,1,"There are 4 cherries and 3 lemons. So, 4+3 =7. Hence, the answer is 7",,,,,,
11,2,23,,,1,"There are 5 circles and 6 squares. So, 5+6 =11. Hence, the answer is 11",,,,,,
12,2,27,,,1,"There are 4 footballs and 7 soccer balls. So, 4+7 =11. Hence, the answer is 11",,,,,,
13,2,29,,,1,"There are 6 basketballs and 8 baseballs. So, 6+8 = 14. Hence the answer is 14",,,,,,
14,515,30,,,1,"To find the answer you can reverse the equation, 33-25=8.  This means that 25+8=33 as well and the missing number is 8",,,,,,
15,2,31,,,1,There are 6 telescopes. Hence the answer is 6,,,,,,
16,2,32,,,1,"9 pizzas on Friday and 9 Pizza on Saturday . So, 9+9 =18. Hence the answer is 18",,,,,,
17,514,33,,,1,"10 robots day 1 and 5 robots on day 2. So, 10 + 5 = 15. Hence, the answer is 15",,,,,,
18,514,35,,,1,,1102p.png,,,,,
19,515,36,,,1,,1102q.png,,,,,
20,515,37,,,1,,1102r.png,,,,,
21,515,38,,,1,,1102s.png,,,,,
22,515,39,,,1,,1102t.png,,,,,
23,515,40,,,1,,1102u.png,,,,,
24,3,46,,,1,"There are 5 basketballs and 4 baseballs. So, 5-4 = 1.",9_basketballs&baseballsa.png,,,,,
25,3,47,,,1,"There are 10 circles and 3 squares. So, 10 - 3 = 7",circles&squares_13a.png,,,,,
26,3,48,,,1,"There are 6 stars and 14 hearts. So, 14 -6 = 8. Hence the answer is 8",,,,,,
27,3,52,,,1,"If there are 33 children total and 14 are boys, we know the remaindr would be girls.  Hence, 33-14=19 girls.  Remember you can always reverse the equation to solve for the missing number.",,,,,,
28,3,53,,,1,"If Sam has 56 pens and Andrew has 20, Sam has (56-20=36), 36 more pens than Andrew.",,,,,,
29,3,54,,,1,"If Taylor has 34 cookies, and her friend has 7 less than here that is 27 cookies.  Together they have 34 + 27 = 61 cookies",,,,,,
30,3,55,,,1,"If a robot weighs 34 pounds and a telescope 20, a robot weight 34-20 = 14 Lbs more than the telescope",,,,,,
31,3,56,,,1," 60
-45
____
15.  
10-5=5.  <br/> You had to borrow 1 from 6 to make the 10, so you only have 5 left.  5-4 = 1
<br/> Remember that 60-15=45 and 60-45=15.  It works both ways.",,,,,,
32,3,57,,,1," 55
-42
____    
13.  
(5-2=3, 5-4=1 and you get 13)
Remember that 55-42=13 and 55-13=42.  
",,,,,,
33,3,58,,,1," 38
-29
____    
    9  
(5-2=3, 5-4=1 and you get 13)
<br/> You had to borrow 1 from 3 to make the 18, and 18-9=9. 2-2=0
<br/> Remember that 38-9=29 and 38-29-9 It works both ways.",,,,,,
34,3,59,,,1," 46
-17
____
29
16-7=9. <br/>  You just borrowed 1 from the 4 so 3 left.  3-1=2.  This gives you 29.
<br/> Remember that 46-17=29 and 46-29=17.  ",,,,,,
35,3,60,,,1," 24
-14
____
   10.  
4-4=0, and 2-1=1.  That gives you 10.
Remember that 24-14=10 and 24-10 = 14
",,,,,,
36,4,78,,,1,These shapes have 4 sides that are not all the same.  There are two pairs of sides which makes it a rectangle and not a square.,,,,,,
37,4,79,,,1,"These shapes have 3 sides, 3 sided objects are triangles.",,,,,,
38,6,114,,,1,"Step 1: Find the digit of interest, in this case the 2nd digit.  

Step 2: Look to the right, is the number less or greater than 5.  Since it is less, round down.
Answer is 30
",,,,,,
39,6,115,,,1,"Step 1: Find the digit of interest, in this case the 2nd digit.  

Step 2: Look to the right, is the number less or greater than 5.  Since it is more, round up.
Answer is 40
",,,,,,
40,8,141,,,1,"We need to add numbers up= 9+8+6+4=27.  There are 9 soccer votes, 8 baseballs, 6 basketball and 4 football",,,,,,
41,8,144,,,1,9 students favor soccer and 4 students favor football.  Hence 9-4=5.  5 more students prefr soccer to football,,,,,,
42,8,145,,,1,"From the bar graph, there are  8 banana trees.",thomas'-fruit-farm-grapha.png,,,,,
43,8,147,,,1,"There are 6 lemon trees and 3 grape vines, hence there are 3 more lemon trees than grape vines.  6-3=3",,,,,,
44,8,150,,,1,"We need to all up all the trees, 8-banana, 7-apples and 7 cherry trees, 6 lemon trees and 3 grape vines.   8+7+7+6+3=31 trees",,,,,,
45,8,155,,,1,"The star is located at 2,2 and triange at 2,7.  This means the triangle is 5 spaces away from the star on the y-axis",,,,,,
46,8,156,,,1,,sports-grid_answer.png,,,,,
47,8,157,,,1,"The football can be located by looking at the x-axis (Across) and the y-axis (Up). Hence, based on the graph, the football is located at Across: 4 , Up:5",sports-grida.png,,,,,
48,8,158,,,1,"The soccer ball can be located by looking at the x-axis (Across) and the y-axis (Up). Hence, based on the graph, the soccer  is located at Across:6, Up:2",sports-gridc.png,,,,,
49,8,159,,,1,"The baseball bat can be located by looking at the x-axis (Across) and the y-axis (Up). Hence, based on the graph, the baseball bat is located at Across 1, Up:7",sports-gridb.png,,,,,
50,8,160,,,1,"The baseball can be located by looking at the x-axis (Across) and the y-axis (Up). Hence, based on the graph, the baseball is located at Across:2, Up:2",sports-gridd.png,,,,,
51,9,163,,,1,"Looking at the figure, the front of the firetruck is at 0 and the end of the firetruck is at 9. knowing this, 9- 0= 9. Hence, the fire truck is 9 squares long.",rocket-firetruck-measurementa.png,,,,,
52,9,164,,,1,"Looking at the figure, the end of the rocket is at 0 and the front of the rocket is at 4. knowing this, 4 - 0= 4. Hence, the rocket  is 4 squares long.",rocket-firetruck-measurementb.png,,,,,
53,10,184,,,1,Use the line schematic shown,module1110ag.png,,,,,
54,10,185,,,1,Use the line schematic shown,module1110ah.png,,,,,
55,10,186,,,1,Use the line schematic shown,module1110ai.png,,,,,
56,10,191,,,1,Step1: Line the numbers up.  Starting adding from Ones. <br/> Step 2: One:0+0=0 <br/>  Step 3: Now add tens:  3+1=4,,,,,,
57,10,192,,,1,Step1: Line the numbers up.  Starting adding from Ones. <br/> Step 2: One:0+0=0 <br/>  Step 3: Now add tens: 4+2=6,,,,,,
58,10,193,,,1,Step1: Line the numbers up.  Starting adding from Ones. <br/> Step 2: One:0+0=0 <br/>  Step 3: Now add tens:3+5=8,,,,,,
59,10,194,,,1,Step1: Line the numbers up.  Starting subtracting from Ones. <br/> Step 2: One:0-0=0 <br/>  Step 3: Now minus tens:3-1=2,,,,,,
60,10,195,,,1,Step1: Line the numbers up.  Starting subtracting from Ones. <br/> Step 2: One:0-0=0 <br/>  Step 3: Now minus tens: 6-5=1,,,,,,
61,10,196,,,1,"In total there were 20 cookies, 2 were taken away, 20-2=18",,,,,,
62,10,197,,,1,"At the beginning there were 14 markers, and 6 were added, now totalling 20. If 4 were taken away from the 20, 20-4=16",,,,,,
63,10,198,,,1,Add the initial number 5 to 15 and you get 20 in total.,,,,,,
64,10,199,,,1,"The initial amount was 32, 20 were taken away, so minus 32-20. Step1: Line the numbers up.  Starting subtracting from Ones. <br/> Step 2: One:2-0=2 <br/>  Step 3: Now minus tens:3-2=1",,,,,,
65,10,200,,,1,"The initial amount was 45, 35 were taken away, so minus 45-35. Step1: Line the numbers up.  Starting subtracting from Ones. <br/> Step 2: One:5-5=0 <br/>  Step 3: Now minus tens:4-3=1",,,,,,
66,13,247,,,1,"There are 3 dimes ($0.10) and one penny ($0.01). So, 0.1+0.1+0.1+0.01 = 0.31. Hence the answer is $0.31",,,,,,
67,13,248,,,1,"There are 4 dimes ($0.10) and one penny ($0.01). So, 0.1+0.1+0.1+0.1+0.01 = 0.41. Hence the answer is $0.41",,,,,,
68,13,249,,,1,"There are 4 dimes ($0.10) and one penny ($0.01). So, 0.1+0.1+0.1+0.1+0.01 = 0.41. Hence the answer is $0.41",,,,,,
69,13,250,,,1,,,,,,,
70,13,257,,,1,"This can be expressed as 20+20+10+1.  Step 1: Line up all numbers <br/> Step 2: Start adding from ones, 0+0+0+1=1 <br/> Step 3: Now add the Tens:  2+2+1=5.  Answer 51 cents or $0.51",,,,,,
71,13,258,,,1,This can be expressed as 95 - (2 x 20) - 10 = 45 cents or $0.45,,,,,,
72,13,259,,,1,This can be expressed as 1x20 + 2x10+50+5x10 = 20+20+50+50=140 or $1.40,,,,,,
73,13,260,,,1,This can be expressed as 2 x 50 + 3 x 10 + 3 x 5 = 50+30+15 = 95 cents.  She used 3 x 5 = 15 cents.  Hence she has 80 cents left or $0.80,,,,,,
74,14,271,,,1,,fraction_12a.jpg,,,,,
75,14,272,,,1,,fraction_13a.jpg,,,,,
76,14,273,,,1,,,,,,,
77,14,274,,,1,,fraction_15a.jpg,,,,,
78,14,275,,,1,,,,,,,
79,14,276,,,1,,fraction_17a.jpg,,,,,
80,14,277,,,1,,fraction_18a.jpg,,,,,
81,14,278,,,1,,fraction_19a.jpg,,,,,
82,14,279,,,1,,fraction_20a.jpg,,,,,
83,15,286,,,1,"1 ten = 1 x 10 or 10 ones.
6 ones and 10 ones = 16 ones.  
The answer is 16.",,,,,,
84,15,287,,,1,"1 ten = 1 x 10 or 10 ones.
8 ones and 10 ones = 18 ones.  
The answer is 18.",,,,,,
85,15,288,,,1,"2 tens = 2 x 10 or 20 ones (twenty).
5 ones and 20 ones = 25 ones.  
The answer is 25.",,,,,,
86,15,289,,,1,"3 tens = 3 x 10 or 30 ones (thirty).
2 ones and 30 ones = 32 ones.  
The answer is 32.",,,,,,
87,15,290,,,1,"6 tens = 6 x 10 or 60 ones (sixty).
7 ones and 60 ones = 67 ones.  
The answer is 67.",,,,,,
88,15,291,,,1,,placevalues-68a.png,,,,,
89,15,292,,,1,,placevalues-59a.png,,,,,
90,15,293,,,1,,placevalues-72a.png,,,,,
91,15,294,,,1,,placevalues-94a.png,,,,,
92,15,295,,,1,,placevalues-100a.png,,,,,
93,15,296,,,1,"This number has two digits.  It consists of tens (10s) and ones (1s).  There is 1 ten and 1 one. 
 The answer is 1,1",,,,,,
94,15,297,,,1,"This number consists of 1 digit.  This means it only has ones and no tens.  Hence the answer is 0 tens and 6 ones. 0,6",,,,,,
95,15,298,,,1,"This number has two digits.  It consists of tens (10s) and ones (1s).  There is 7 tens and 8 ones. 
 The answer is 7,8",,,,,,
96,15,299,,,1,"This number has two digits.  It consists of tens (10s) and ones (1s).  There is 4 tens and 6 ones. 
 The answer is 4,6",,,,,,
97,15,300,,,1,"This number has two digits.  It consists of tens (10s) and ones (1s).  There is 5 tens and 3 ones. 
 The answer is 5,3",,,,,,
98,16,301,,,1,,module1116a.png,,,,,
99,16,302,,,1,,module1116b.png,,,,,
100,16,303,,,1,,module1116c.png,,,,,
101,16,304,,,1,,module1116d.png,,,,,
102,16,305,,,1,,module1116e.png,,,,,
103,16,306,,,1,,module1116f.png,,,,,
104,16,307,,,1,,module1116g.png,,,,,
105,16,308,,,1,,module1116h.png,,,,,
106,16,309,,,1,,module1116i.png,,,,,
107,16,310,,,1,,module1116j.png,,,,,
108,16,311,,,1,,module1116k.png,,,,,
109,16,312,,,1,,module1116l.png,,,,,
110,16,313,,,1,,module1116m.png,,,,,
111,16,314,,,1,,module1116n.png,,,,,
112,16,315,,,1,,module1116o.png,,,,,
113,16,316,,,1,,module1116p.png,,,,,
114,16,317,,,1,,module1116q.png,,,,,
115,16,318,,,1,,module1116r.png,,,,,
116,16,319,,,1,,module1116s.png,,,,,
117,16,320,,,1,,module1116t.png,,,,,
118,65,321,,,1,,,,,,,
