,284,20995,,,1,The answer is Imperative. This is because an imperative is usually a command or request.,,,,,
,284,20996,,,1,The answer is exclamatory. This is because exclamatory sentences always show feelings.,,,,,
,284,20997,,,1,The answer is Imperative. This is because an imperative is usually a command or request.,,,,,
,284,20998,,,1,The answer is Imperative. This is because an imperative is usually a command or request.,,,,,
,284,20999,,,1,The answer is exclamatory. This is because exclamatory sentences always show feelings.,,,,,
,284,21000,,,1,The answer is exclamatory. This is because exclamatory sentences always show feelings.,,,,,
,284,21001,,,1,The answer is exclamatory. This is because exclamatory sentences always show feelings.,,,,,
,284,21002,,,1,You have an imperative sentence here. You want to make sure that the sentence makes sense. What would you usually say in this sentence.,,,,,
,284,21003,,,1,This is an exclamatory sentence. You want to choose the word here that best fits the sentence. You need to choose a word that shows feelings or expressions.,,,,,
,284,21004,,,1,"You have an imperative sentence here. You want to make sure that the sentence makes sense. You want to make the sentence sound like a suggestion or advice, but you are still required to do it.",,,,,
,284,21005,,,1,"You have an imperative sentence here. You want to make sure that the sentence makes sense. You want to make the sentence sound like a suggestion or advice, but you are still required to do it.",,,,,
,284,21006,,,1,"You have an imperative sentence here. You want to make sure that the sentence makes sense. You want to make the sentence sound like a suggestion or advice, but you are still required to do it.",,,,,
,284,21007,,,1,This is an exclamatory sentence. You want to choose the word here that best fits the sentence. You need to choose a word that shows feelings or expressions.,,,,,
,284,21008,,,1,This is an exclamatory sentence. You want to choose the word here that best fits the sentence. You need to choose a word that shows feelings or expressions.,,,,,
,285,21009,,,1,The answers are S: John. P: was running.The most important thing to remember is that a subject is a doer of the action. The subject is the one being talked about. The predicate contains the verb and the verb phrase.,,,,,
,285,21010,,,1,The answers are Subject: I. Predicate: am cleaning.The most important thing to remember is that a subject is a doer of the action. The subject is the one being talked about. The predicate contains the verb and the verb phrase.,,,,,
,285,21011,,,1,The answers are Subject: Rick and I. Predicate: are playing.: was running.The most important thing to remember is that a subject is a doer of the action. The subject is the one being talked about. The predicate contains the verb and the verb phrase.,,,,,
,285,21012,,,1,"The answers are Subject: Steve, Blake and Martha, Predicate: went.The most important thing to remember is that a subject is a doer of the action. The subject is the one being talked about. The predicate contains the verb and the verb phrase.",,,,,
,285,21013,,,1,The answers are Subject: They Predicate: will be arriving.The most important thing to remember is that a subject is a doer of the action. The subject is the one being talked about. The predicate contains the verb and the verb phrase.,,,,,
,285,21014,,,1,"The answers are Subject: She, Predicate: is running.The most important thing to remember is that a subject is a doer of the action. The subject is the one being talked about. The predicate contains the verb and the verb phrase.",,,,,
,285,21015,,,1,"The answers are Subject: John, Predicate: is singing and dancing.The most important thing to remember is that a subject is a doer of the action. The subject is the one being talked about. The predicate contains the verb and the verb phrase.",,,,,
