8014,421,12351,MC,Find the Synonym for the word: attire?,,,,,,1,1,1,Enabled,,,,,
8015,421,10457,MC,Which of the following words matchs the word: bestial?,,,,,,2,1,1,Enabled,,,,,
8016,422,11230,MC,Which option closes matchs the word: disclaim?,,,,,,1,1,1,Enabled,,,,,
8017,422,11419,MC,Which option closes matchs the word: dummy?,,,,,,2,1,1,Enabled,,,,,
8018,433,10008,MC,Find the Synonym for the word: abet?,,,,,,1,1,1,Enabled,,,,,
8019,433,10033,MC,Which option closes matchs the word: abut?,,,,,,2,1,1,Enabled,,,,,
8020,433,10119,MC,Find the Synonym for the word: agrarian?,,,,,,3,1,1,Enabled,,,,,
8021,433,10238,MC,Which of the following words matchs the word: apogee?,,,,,,4,1,1,Enabled,,,,,
8022,433,10244,MC,Which of the following words matchs the word: apothegm(apophthegm)?,,,,,,5,1,1,Enabled,,,,,
8023,433,10400,MC,Which of the following words matchs the word: barrage?,,,,,,6,1,1,Enabled,,,,,
8024,433,10412,MC,Which of the following words matchs the word: beatitude?,,,,,,7,1,1,Enabled,,,,,
8025,433,10417,MC,Which option closes matchs the word: beeline?,,,,,,8,1,1,Enabled,,,,,
8026,433,13363,MC,Which option closes matchs the word: beware?,,,,,,9,1,1,Enabled,,,,,
8027,433,10474,MC,Which option closes matchs the word: billow?,,,,,,10,1,1,Enabled,,,,,
8028,427,10746,MC,Find the Synonym for the word: clientele?,,,,,,1,1,1,Enabled,,,,,
8029,427,10975,MC,Which option closes matchs the word: corrugated?,,,,,,2,1,1,Enabled,,,,,
8030,428,11059,MC,Which option closes matchs the word: debunk?,,,,,,1,1,1,Enabled,,,,,
8031,427,10029,MC,Find the Synonym for the word: abstinence?,,,,,,3,1,1,Enabled,,,,,
8032,427,10245,MC,Find the Synonym for the word: apotheosis?,,,,,,4,1,1,Enabled,,,,,
8033,427,13147,MC,Which option closes matchs the word: apparent?,,,,,,5,1,1,Enabled,,,,,
8034,427,10348,MC,Which option closes matchs the word: auroral?,,,,,,6,1,1,Enabled,,,,,
8035,427,10352,MC,Which of the following words matchs the word: authoritarian?,,,,,,7,1,1,Enabled,,,,,
8036,427,10361,MC,Which of the following words matchs the word: avenge?,,,,,,8,1,1,Enabled,,,,,
8037,427,10363,MC,Which option closes matchs the word: averse?,,,,,,9,1,1,Enabled,,,,,
8038,427,10367,MC,Which of the following words matchs the word: avid?,,,,,,10,1,1,Enabled,,,,,
8039,427,10369,MC,Which option closes matchs the word: avow?,,,,,,11,1,1,Enabled,,,,,
8040,427,10482,MC,Find the Synonym for the word: blare?,,,,,,12,1,1,Enabled,,,,,
8041,427,10485,MC,Find the Synonym for the word: blasé?,,,,,,13,1,1,Enabled,,,,,
8042,427,10487,MC,Which of the following words matchs the word: blatant?,,,,,,14,1,1,Enabled,,,,,
8043,427,10489,MC,Which option closes matchs the word: blighted?,,,,,,15,1,1,Enabled,,,,,
8044,433,10500,MC,Find the Synonym for the word: bode?,,,,,,11,1,1,Enabled,,,,,
8045,433,10531,MC,Which option closes matchs the word: brawl?,,,,,,12,1,1,Enabled,,,,,
8046,433,10532,MC,Which of the following words matchs the word: breach?,,,,,,13,1,1,Enabled,,,,,
8047,433,10670,MC,Which of the following words matchs the word: centripetal?,,,,,,14,1,1,Enabled,,,,,
8048,434,13209,MC,Find the Synonym for the word: dowry?,,,,,,1,1,1,Enabled,,,,,
8049,434,11370,MC,Find the Synonym for the word: dumbfound(dumfound?,,,,,,2,1,1,Enabled,,,,,
8050,434,11382,MC,Find the Synonym for the word: dysentery?,,,,,,3,1,1,Enabled,,,,,
8051,434,11379,MC,Find the Synonym for the word: dyspeptic?,,,,,,4,1,1,Enabled,,,,,
8052,434,11386,MC,Which option closes matchs the word: ebullient?,,,,,,5,1,1,Enabled,,,,,
8053,434,11401,MC,Which option closes matchs the word: eddy?,,,,,,6,1,1,Enabled,,,,,
8054,434,11427,MC,Find the Synonym for the word: egotistical?,,,,,,7,1,1,Enabled,,,,,
8055,434,11961,MC,Find the Synonym for the word: genuflect?,,,,,,8,1,1,Enabled,,,,,
8056,434,11962,MC,Which option closes matchs the word: germane?,,,,,,9,1,1,Enabled,,,,,
8057,434,11963,MC,Which of the following words matchs the word: germinal?,,,,,,10,1,1,Enabled,,,,,
8058,434,11969,MC,Which of the following words matchs the word: gerontology?,,,,,,11,1,1,Enabled,,,,,
8059,434,11975,MC,Which of the following words matchs the word: ghastly?,,,,,,12,1,1,Enabled,,,,,
8060,434,11976,MC,Find the Synonym for the word: gibberish?,,,,,,13,1,1,Enabled,,,,,
8061,434,11977,MC,Which option closes matchs the word: gibe?,,,,,,14,1,1,Enabled,,,,,
8062,434,11983,MC,Which option closes matchs the word: glaring?,,,,,,15,1,1,Enabled,,,,,
8063,434,11991,MC,Find the Synonym for the word: glitter?,,,,,,16,1,1,Enabled,,,,,
8064,434,12034,MC,Which option closes matchs the word: grate?,,,,,,17,1,1,Enabled,,,,,
8065,434,12038,MC,Which of the following words matchs the word: gratuity?,,,,,,18,1,1,Enabled,,,,,
8066,434,12588,MC,Find the Synonym for the word: grouch?,,,,,,19,1,1,Enabled,,,,,
8067,434,12117,MC,Find the Synonym for the word: headlong?,,,,,,20,1,1,Enabled,,,,,
8068,434,10231,MC,Which option closes matchs the word: hive?,,,,,,21,1,1,Enabled,,,,,
8069,427,13295,MC,Which of the following words matchs the word: bound?,,,,,,16,1,1,Enabled,,,,,
8070,434,12604,MC,Which option closes matchs the word: honor?,,,,,,22,1,1,Enabled,,,,,
8071,435,12213,MC,Find the Synonym for the word: idiosyncrasy?,,,,,,1,1,1,Enabled,,,,,
8072,435,12251,MC,Which of the following words matchs the word: impeccable?,,,,,,2,1,1,Enabled,,,,,
8073,427,10522,MC,Which option closes matchs the word: brag?,,,,,,17,1,1,Enabled,,,,,
8074,435,12262,MC,Which option closes matchs the word: imperceptible?,,,,,,3,1,1,Enabled,,,,,
8075,435,12315,MC,Find the Synonym for the word: inaugurate?,,,,,,4,1,1,Enabled,,,,,
8076,435,12349,MC,Which option closes matchs the word: incompatible?,,,,,,5,1,1,Enabled,,,,,
8077,435,12354,MC,Find the Synonym for the word: incontinent?,,,,,,6,1,1,Enabled,,,,,
8078,435,12355,MC,Which option closes matchs the word: incontrovertible?,,,,,,7,1,1,Enabled,,,,,
8079,427,10556,MC,Which of the following words matchs the word: buffoonery?,,,,,,18,1,1,Enabled,,,,,
8080,427,11752,MC,Which option closes matchs the word: bust?,,,,,,19,1,1,Enabled,,,,,
8081,427,10733,MC,Which of the following words matchs the word: chaperon?,, ,,,,20,1,1,Enabled,,,,,
8082,427,10997,MC,Which of the following words matchs the word: craven?,,,,,,21,1,1,Enabled,,,,,
8083,435,12357,MC,Find the Synonym for the word: incorporeal?,,,,,,8,1,1,Enabled,,,,,
8084,435,12500,MC,Which of the following words matchs the word: intimidate?,,,,,,9,1,1,Enabled,,,,,
8085,427,12252,MC,Find the Synonym for the word: credential?,,,,,,22,1,1,Enabled,,,,,
8086,435,12597,MC,Find the Synonym for the word: knell?,,,,,,10,1,1,Enabled,,,,,
8087,435,12633,MC,Find the Synonym for the word: larder?,,,,,,11,1,1,Enabled,,,,,
8088,427,12464,MC,Which of the following words matchs the word: creep?,,,,,,23,1,1,Enabled,,,,,
8089,435,12622,MC,Which option closes matchs the word: layman?,,,,,,12,1,1,Enabled,,,,,
8090,428,12885,MC,Find the Synonym for the word: dainty?,,,,,,2,1,1,Enabled,,,,,
8091,428,11070,MC,Find the Synonym for the word: decollete?,,,,,,3,1,1,Enabled,,,,,
8092,436,13002,MC,Find the Synonym for the word: necromancy?,,,,,,1,1,1,Enabled,,,,,
8093,436,13005,MC,Find the Synonym for the word: negligence?,,,,,,2,1,1,Enabled,,,,,
8094,436,13028,MC,Which of the following words matchs the word: nomenclature?,,,,,,3,1,1,Enabled,,,,,
