,329,31294,,,1,"This is a restrictive clause. A restrictive clause is a part of the sentence, where it gives a description or additional information to the subject. The sentence will not make any sense or will be confusing, if that clause is removed. A restrictive clause, especially a relative clause can be identified using words like who, that, which, whenever and other similar words.",,,,,,
,329,31295,,,1,"This is not a restrictive clause. A restrictive clause is a part of the sentence, where it gives you additional information about the subject.  It is a restrictive clause, because if you remove it from the sentence, then the sentence will be more confusing or will not make sense. This is not a restrictive clause, because if you remove the clause, then the sentence is still understandable. The clause can be identified, if it modifies the subject.",,,,,,
,329,31296,,,1,"This is a restrictive clause. A restrictive clause is a part of the sentence, where it gives a description or additional information to the subject. The sentence will not make any sense or will be confusing, if that clause is removed. A restrictive clause, especially a relative clause can be identified using words like who, that, which, whenever and other similar words. In this sentence, if you remove the restrictive clause, then you will not know which among the players are leading in the game.",,,,,,
,329,31297,,,1,"This is a restrictive clause. A restrictive clause is a part of the sentence, where it gives a description or additional information to the subject. The sentence will not make any sense or will be confusing, if that clause is removed. A restrictive clause, especially a relative clause can be identified using words like who, that, which, whenever and other similar words.",,,,,,
,329,31298,,,1,"This is not a restrictive clause. A restrictive clause is a part of the sentence, where it gives you additional information about the subject.  It is a restrictive clause, because if you remove it from the sentence, then the sentence will be more confusing or will not make sense. This is not a restrictive clause, because if you remove the clause, then the sentence is still understandable. The clause can be identified, if it modifies the subject.",,,,,,
,329,31299,,,1,"This is a restrictive clause. A restrictive clause is a part of the sentence, where it gives a description or additional information to the subject. The sentence will not make any sense or will be confusing, if that clause is removed. A restrictive clause, especially a relative clause can be identified using words like who, that, which, whenever and other similar words.",,,,,,
,329,31300,,,1,"This is a restrictive clause. A restrictive clause is a part of the sentence, where it gives a description or additional information to the subject. The sentence will not make any sense or will be confusing, if that clause is removed. A restrictive clause, especially a relative clause can be identified using words like who, that, which, whenever and other similar words.",,,,,,
,329,31301,,,1,"This is not a restrictive clause. A restrictive clause is a part of the sentence, where it gives you additional information about the subject.  It is a restrictive clause, because if you remove it from the sentence, then the sentence will be more confusing or will not make sense. This is not a restrictive clause, because if you remove the clause, then the sentence is still understandable. The clause can be identified, if it modifies the subject.",,,,,,
,329,31302,,,1,"This is a restrictive clause. A restrictive clause is a part of the sentence, where it gives a description or additional information to the subject. The sentence will not make any sense or will be confusing, if that clause is removed. A restrictive clause, especially a relative clause can be identified using words like who, that, which, whenever and other similar words.",,,,,,
,329,31303,,,1,"This is not a restrictive clause. A restrictive clause is a part of the sentence, where it gives you additional information about the subject.  It is a restrictive clause, because if you remove it from the sentence, then the sentence will be more confusing or will not make sense. This is not a restrictive clause, because if you remove the clause, then the sentence is still understandable. The clause can be identified, if it modifies the subject.",,,,,,
