,43,24378,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the third digit is hundreds.",,,,,,,,Place value
,43,24379,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the fourth digit is thousands.",,,,,,,,Place value
,43,24380,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the fifth digit is ten thousands.",,,,,,,,Place value
,43,24381,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the second digit is tens.",,,,,,,,Place value
,43,24382,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the third digit is hundreds.",,,,,,,,Place value
,43,24383,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the fourth digit is thousands.",,,,,,,,Place value
,43,24384,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the fifth digit is ten thousands.",,,,,,,,Place value
,43,24385,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the third digit is hundreds.",,,,,,,,Place value
,43,24386,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the second digit is tens.",,,,,,,,Place value
,43,24387,,,1,"The value of a number depends on its placement.  Take a look at this chart. As the value is placed to the left, the digit increases from ones to tens, to hundreds to thousands to tens of thousands.  In this case the first digit is ones.",,,,,,,,Place value
,43,24388,,,1,"To get this answer take 50,000 and divide by 10.  You will find there are 5,000 10s in 50,000.  Also you can double check this as 5,000 x10 =50,000",,,,,,,,Place value
,43,24389,,,1,"To get this answer take 15,000 and divide by 100.  You will find there are 150 100s in 15,000.  Also you can double check this as 150 x 100 = 15,000",,,,,,,,Place value
,43,24390,,,1,"To get this answer take 12,500 and divide by 10.  You will find there are 1250 10s in 12,500.  Also you can double check this as 1250 x 10 = 12,500",,,,,,,,Place value
,43,24391,,,1,"To get this answer take 2,320 and divide by 10.  You will find there are 232 10s in 2,320.  Also you can double check this as 232 x 10 = 2,320",,,,,,,,Place value
,43,24392,,,1,"To get this answer take 18,000 and divide by 100.  You will find there are 180 100s in 18,000.  Also you can double check this as 180 x 100 = 18,000",,,,,,,,Place value
,43,24393,,,1,"To get this answer take 21,800 and divide by 100.  You will find there are 218 100s in 21,800.  Also you can double check this as 218 x 100 = 21, 800",,,,,,,,Place value
,43,24394,,,1,"To get this answer take 5,900 and divide by 100.  You will find there are 59 100s in 5,900.  Also you can double check this as 59 x 100 = 5, 900",,,,,,,,Place value
,43,24395,,,1,"To get this answer take 10,200 and divide by 10.  You will find there are 1020 10s in 10,200.  Also you can double check this as 1020 x 10 = 10,200",,,,,,,,Place value
,43,24396,,,1,"To get this answer take 39,250 and divide by 10.  You will find there are 3,925 10s in 39,250.  Also you can double check this as 3,925 x 10 = 39,250",,,,,,,,Place value
,43,24397,,,1,"To get this answer take 50,200 and divide by 10.  You will find there are 5,020 10s in 50,200.  Also you can double check this as 5,020 x 10 = 50,200",,,,,,,,Place value
,43,24398,,,1,"To get this answer take 49,500 and divide by 10.  You will find there are 4,950 10s in 49,500.  Also you can double check this as 4,950 x 10 = 49,500",,,,,,,,Place value
,43,24399,,,1,"Write out 1,000.  You can count 4 digits in the number.  Also using the chart you now if the number is in the thousands, but not more than ten thousand, it should have four digits.",,,,,,,,Place value
,43,24400,,,1,"Write out 10,000.  You can count 5 digits in the number.  Also using the chart you now if the number is in the ten thousands, it should have five digits.",,,,,,,,Place value
,43,24401,,,1,"Write out 15,000.  You can count 5 digits in the number.  Also using the chart you now if the number is in the ten thousands, it should have five digits.",,,,,,,,Place value
,43,24402,,,1,"Write out 1,200.  You can count 4 digits in the number.  Also using the chart you now if the number is in the thousands, but not more than ten thousand, it should have four digits.",,,,,,,,Place value
,43,24403,,,1,"Write out 500.  You can count 3 digits in the number.  Also using the chart you now if the number is in the hundreds, but not more than a thousand, it should have 3 digits.",,,,,,,,Place value
,43,24404,,,1,"Write out 20,000.  You can count 5 digits in the number.  Also using the chart you now if the number is in the ten thousands, it should have five digits.",,,,,,,,Place value
,43,24405,,,1,"Write out 20.  You can count 2 digits in the number.  Also using the chart you now if the number is in the tens, it should have 2 digits.",,,,,,,,Place value
,43,24406,,,1,"Write out 7.  You can count only one digit in the number.  Also using the chart you now if the number is in the ones, it should only have 1 digit.",,,,,,,,Place value
,43,24407,,,1,Count the blocks in the image.  There are 6 stacks of 10.  Hence 6x10=60,,,,,,,,cube 1 answer.png
