1,1,1,100001,,5,,N,0,,,,,
2,1,1,100002,,6,,Y,1,,,,,
3,1,1,100003,,8,,N,0,,,,,
4,1,1,100004,,9,,N,0,,,,,
5,1,2,100005,,4,,N,0,,,,,
6,1,2,100006,,2,,N,0,,,,,
7,1,2,100007,,3,,Y,1,,,,,
8,1,2,100008,,6,,N,0,,,,,
9,1,3,100009,,9,,N,0,,,,,
10,1,3,100010,,10,,N,0,,,,,
11,1,3,100011,,8,,Y,1,,,,,
12,1,3,100012,,12,,N,0,,,,,
13,1,4,100013,,,baseball-7.JPG,N,0,,,,,
14,1,4,100014,,,8-baseball-bats.JPG,Y,1,,,,,
15,1,4,100015,,,baseball-4.JPG,N,0,,,,,
16,1,5,100016,,13,,Y,1,,,,,
17,1,5,100017,,15,,N,0,,,,,
18,1,5,100018,,20,,N,0,,,,,
19,1,5,100019,,12,,N,0,,,,,
20,1,6,100020,,1,,N,0,,,,,
21,1,6,100021,,2,,Y,1,,,,,
22,1,6,100022,,3,,N,0,,,,,
23,1,6,100023,,4,,N,0,,,,,
24,1,11,100028,,6,,N,0,,,,,
25,1,11,100029,,3,,N,0,,,,,
26,1,11,100030,,4,,N,0,,,,,
27,1,11,100031,,5,,Y,1,,,,,
28,1,12,100032,,,tennis-rackets-5.png,N,0,,,,,
29,1,12,100033,,,tennis-rackets-7.png,N,0,,,,,
30,1,12,100034,,,tennis-rackets-8.png,Y,1,,,,,
31,1,12,100035,,,tennis-rackets-4.png,N,0,,,,,
32,1,14,100037,,10,,N,0,,,,,
33,1,14,100038,,12,,N,0,,,,,
34,1,14,100039,,8,,N,0,,,,,
35,1,14,100040,,9,,Y,1,,,,,
36,1,15,100041,,20,,N,0,,,,,
37,1,15,100042,,18,,Y,1,,,,,
38,1,15,100043,,15,,N,0,,,,,
39,1,15,100044,,19,,N,0,,,,,
40,1,17,100046,,,squares-6.png,N,0,,,,,
41,1,17,100047,,,squares-5.png,N,0,,,,,
42,1,17,100048,,,squares-4.png,N,0,,,,,
43,1,17,100049,,,squares-7.png,Y,1,,,,,
44,2,22,100054,,2+7,,N,0,,,,,
45,2,22,100055,,5+6,,N,0,,,,,
46,2,22,100056,,7+3,,Y,1,,,,,
47,2,22,100057,,8+4,,N,0,,,,,
48,2,24,100059,,11+12,,N,0,,,,,
49,2,24,100060,,15+3,,N,0,,,,,
50,2,24,100061,,10+10,,Y,1,,,,,
51,2,24,100062,,16+2,,N,0,,,,,
52,2,25,100063,,24,,N,0,,,,,
53,2,25,100064,,22,,Y,1,,,,,
54,2,25,100065,,25,,N,0,,,,,
55,2,25,100066,,20,,N,0,,,,,
56,2,26,100067,,3,,N,0,,,,,
57,2,26,100068,,7,,N,0,,,,,
58,2,26,100069,,8,,N,0,,,,,
59,2,26,100070,,6,,Y,1,,,,,
60,2,28,100072,,7+8,,Y,1,,,,,
61,2,28,100073,,10+4,,N,0,,,,,
62,2,28,100074,,9+6,,N,0,,,,,
63,2,28,100075,,13+6,,N,0,,,,,
64,2,34,100081,,23,,N,0,,,,,
65,2,34,100082,,27,,Y,1,,,,,
66,2,34,100083,,25,,N,0,,,,,
67,2,34,100084,,28,,N,0,,,,,
68,3,41,100091,,9,,N,0,,,,,
69,3,41,100092,,7,,Y,1,,,,,
70,3,41,100093,,6,,N,0,,,,,
71,3,41,100094,,8,,N,0,,,,,
72,3,42,100095,,6,,N,0,,,,,
73,3,42,100096,,4,,N,0,,,,,
74,3,42,100097,,3,,Y,1,,,,,
75,3,42,100098,,2,,N,0,,,,,
76,3,43,100099,,7,,Y,1,,,,,
77,3,43,100100,,4,,N,0,,,,,
78,3,43,100101,,3,,N,0,,,,,
79,3,43,100102,,2,,N,0,,,,,
80,3,44,100103,,6,,N,0,,,,,
81,3,44,100104,,1,,Y,1,,,,,
82,3,44,100105,,4,,N,0,,,,,
83,3,44,100106,,8,,N,0,,,,,
84,3,45,100107,,5,,Y,1,,,,,
85,3,45,100108,,6,,N,0,,,,,
86,3,45,100109,,7,,N,0,,,,,
87,3,45,100110,,8,,N,0,,,,,
88,3,49,100114,,12,,N,0,,,,,
89,3,49,100115,,7,,N,0,,,,,
90,3,49,100116,,9,,N,0,,,,,
91,3,49,100117,,10,,Y,1,,,,,
92,3,50,100118,,18,,Y,1,,,,,
93,3,50,100119,,15,,N,0,,,,,
94,3,50,100120,,20,,N,0,,,,,
95,3,50,100121,,17,,N,0,,,,,
96,3,51,100122,,25,,N,0,,,,,
97,3,51,100123,,20,,N,0,,,,,
98,3,51,100124,,22,,Y,1,,,,,
99,3,51,100125,,27,,N,0,,,,,
100,4,61,100135,,Square,,N,0,,,,,
101,4,61,100136,,Rectangle,,N,0,,,,,
102,4,61,100137,,Circle,,Y,1,,,,,
103,4,61,100138,,Triangle,,N,0,,,,,
104,4,62,100139,,Square,,Y,1,,,,,
105,4,62,100140,,Rectangle,,N,0,,,,,
106,4,62,100141,,Circle,,N,0,,,,,
107,4,62,100142,,Triangle,,N,0,,,,,
108,4,63,100143,,Square,,N,0,,,,,
109,4,63,100144,,Rectangle,,N,0,,,,,
110,4,63,100145,,Circle,,N,0,,,,,
111,4,63,100146,,Triangle,,Y,1,,,,,
112,4,64,100147,,Square,,N,0,,,,,
113,4,64,100148,,Rectangle,,Y,1,,,,,
114,4,64,100149,,Circle,,N,0,,,,,
115,4,64,100150,,Triangle,,N,0,,,,,
116,4,65,100151,,5,,N,0,,,,,
117,4,65,100152,,6,,N,0,,,,,
118,4,65,100153,,3,,N,0,,,,,
119,4,65,100154,,4,,Y,1,,,,,
120,4,66,100155,,1,,N,0,,,,,
121,4,66,100156,,2,,N,0,,,,,
122,4,66,100157,,3,,Y,1,,,,,
123,4,66,100158,,4,,N,0,,,,,
124,4,67,100159,,4,,Y,1,,,,,
125,4,67,100160,,3,,N,0,,,,,
126,4,67,100161,,2,,N,0,,,,,
127,4,67,100162,,5,,N,0,,,,,
128,4,68,100163,,0,,N,0,,,,,
129,4,68,100164,,1,,Y,1,,,,,
130,4,68,100165,,2,,N,0,,,,,
131,4,68,100166,,3,,N,0,,,,,
132,4,69,100167,,,square.jpg,Y,1,,,,,
133,4,69,100168,,,circle.png,N,0,,,,,
134,4,69,100169,,,triangle.jpg,N,0,,,,,
135,4,69,100170,,,rectangle.jpg,N,0,,,,,
136,4,70,100171,,,square.jpg,N,0,,,,,
137,4,70,100172,,,circle.png,N,0,,,,,
138,4,70,100173,,,triangle.jpg,Y,1,,,,,
139,4,70,100174,,,rectangle.jpg,N,0,,,,,
140,4,71,100175,,,square.jpg,N,0,,,,,
141,4,71,100176,,,circle.png,N,0,,,,,
