30063,524,524001,FIB,Which number is larger 10 or 20,,,"{""type"":1,""answer"":[{""value"":20,""type"":""int""}]}",,,1,1,1,1,Enabled,,,
30064,524,524002,FIB,Which number is larger 12 or 25,,,"{""type"":1,""answer"":[{""value"":25,""type"":""int""}]}",,,2,1,1,1,Enabled,,,
30065,524,524003,FIB,Which number is larger 14 or 30,,,"{""type"":1,""answer"":[{""value"":30,""type"":""int""}]}",,,3,1,1,1,Enabled,,,
30066,524,524004,FIB,Which number is larger 16 or 45,,,"{""type"":1,""answer"":[{""value"":45,""type"":""int""}]}",,,4,1,1,1,Enabled,,,
30067,524,524005,FIB,Which number is larger 18 or 15,,,"{""type"":1,""answer"":[{""value"":18,""type"":""int""}]}",,,5,1,1,1,Enabled,,,
30068,524,524006,FIB,Which number is larger 20 or 45,,,"{""type"":1,""answer"":[{""value"":45,""type"":""int""}]}",,,6,1,1,1,Enabled,,,
30069,524,524007,FIB,Which number is larger 22 or 50,,,"{""type"":1,""answer"":[{""value"":50,""type"":""int""}]}",,,7,1,1,1,Enabled,,,
30070,524,524008,FIB,Which number is larger 24 or 55,,,"{""type"":1,""answer"":[{""value"":55,""type"":""int""}]}",,,8,1,1,1,Enabled,,,
30071,524,524009,FIB,Which number is larger 36 or 60,,,"{""type"":1,""answer"":[{""value"":60,""type"":""int""}]}",,,9,1,1,1,Enabled,,,
30072,524,524010,FIB,Which number is larger 48 or 65,,,"{""type"":1,""answer"":[{""value"":65,""type"":""int""}]}",,,10,1,1,1,Enabled,,,
30073,524,524011,FIB,Which number is larger 45 or 48,,,"{""type"":1,""answer"":[{""value"":48,""type"":""int""}]}",,,11,1,1,1,Enabled,,,
30074,524,524012,FIB,Which number is larger 32 or 75,,,"{""type"":1,""answer"":[{""value"":75,""type"":""int""}]}",,,12,1,1,1,Enabled,,,
30075,524,524013,FIB,Which number is larger 34 or 39,,,"{""type"":1,""answer"":[{""value"":39,""type"":""int""}]}",,,13,1,1,1,Enabled,,,
30076,524,524014,FIB,Which number is larger 36 or 85,,,"{""type"":1,""answer"":[{""value"":85,""type"":""int""}]}",,,14,1,1,1,Enabled,,,
30077,524,524015,FIB,Which number is larger 38 or 90,,,"{""type"":1,""answer"":[{""value"":90,""type"":""int""}]}",,,15,1,1,1,Enabled,,,
30078,524,524016,FIB,Which number is larger 40 or 95,,,"{""type"":1,""answer"":[{""value"":95,""type"":""int""}]}",,,16,1,1,1,Enabled,,,
30079,524,524017,FIB,Which number is larger 42 or 23,,,"{""type"":1,""answer"":[{""value"":42,""type"":""int""}]}",,,17,1,1,1,Enabled,,,
30080,524,524018,FIB,Which number is larger 44 or 28,,,"{""type"":1,""answer"":[{""value"":44,""type"":""int""}]}",,,18,1,1,1,Enabled,,,
30081,524,524019,FIB,Which number is larger 46 or 33,,,"{""type"":1,""answer"":[{""value"":46,""type"":""int""}]}",,,19,1,1,1,Enabled,,,
30082,524,524020,FIB,Which number is larger 48 or 38,,,"{""type"":1,""answer"":[{""value"":48,""type"":""int""}]}",,,20,1,1,1,Enabled,,,
30083,524,524021,FIB,Which number is larger 50 or 43,,,"{""type"":1,""answer"":[{""value"":50,""type"":""int""}]}",,,1,2,1,1,Enabled,,,
30084,524,524022,FIB,Which number is larger 52 or 48,,,"{""type"":1,""answer"":[{""value"":52,""type"":""int""}]}",,,2,2,1,1,Enabled,,,
30085,524,524023,FIB,Which number is larger 54 or 53,,,"{""type"":1,""answer"":[{""value"":54,""type"":""int""}]}",,,3,2,1,1,Enabled,,,
30086,524,524024,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  11 _____15",,,"{""type"":1,""answer"":[{""value"":"">"",""type"":""string""}]}",,,4,2,1,1,Enabled,,,
30087,524,524025,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  15 _____24",,,"{""type"":1,""answer"":[{""value"":""<"",""type"":""string""}]}",,,5,2,1,1,Enabled,,,
30088,524,524026,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  20 _____34",,,"{""type"":1,""answer"":[{""value"":""<"",""type"":""string""}]}",,,6,2,1,1,Enabled,,,
30089,524,524027,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  25 _____12",,,"{""type"":1,""answer"":[{""value"":"">"",""type"":""string""}]}",,,7,2,1,1,Enabled,,,
30090,524,524028,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  30 _____11",,,"{""type"":1,""answer"":[{""value"":"">"",""type"":""string""}]}",,,8,2,1,1,Enabled,,,
30091,524,524029,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  35 _____90",,,"{""type"":1,""answer"":[{""value"":""<"",""type"":""string""}]}",,,9,2,1,1,Enabled,,,
30092,524,524030,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  40 _____86",,,"{""type"":1,""answer"":[{""value"":""<"",""type"":""string""}]}",,,10,2,1,1,Enabled,,,
30093,524,524031,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  45 _____56",,,"{""type"":1,""answer"":[{""value"":""<"",""type"":""string""}]}",,,11,2,1,1,Enabled,,,
30094,524,524032,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  31 _____76",,,"{""type"":1,""answer"":[{""value"":""<"",""type"":""string""}]}",,,12,2,1,1,Enabled,,,
30095,524,524033,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  11 _____19",,,"{""type"":1,""answer"":[{""value"":""<"",""type"":""string""}]}",,,13,2,1,1,Enabled,,,
30096,524,524034,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  45 _____42",,,"{""type"":1,""answer"":[{""value"":"">"",""type"":""string""}]}",,,14,2,1,1,Enabled,,,
30097,524,524035,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  67 _____23",,,"{""type"":1,""answer"":[{""value"":"">"",""type"":""string""}]}",,,15,2,1,1,Enabled,,,
30098,524,524036,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  98 _____10",,,"{""type"":1,""answer"":[{""value"":"">"",""type"":""string""}]}",,,16,2,1,1,Enabled,,,
30099,524,524037,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  45 _____11",,,"{""type"":1,""answer"":[{""value"":"">"",""type"":""string""}]}",,,17,2,1,1,Enabled,,,
30100,524,524038,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  36 _____36",,,"{""type"":1,""answer"":[{""value"":""="",""type"":""string""}]}",,,18,2,1,1,Enabled,,,
30101,524,524039,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  56 _____15",,,"{""type"":1,""answer"":[{""value"":"">"",""type"":""string""}]}",,,19,2,1,1,Enabled,,,
30102,524,524040,FIB,"Complete the sentence with the right word: ( <, >, =) <br/> <br/>  22 _____45",,,"{""type"":1,""answer"":[{""value"":""<"",""type"":""string""}]}",,,20,2,1,1,Enabled,,,
30103,524,524041,FIB,Jim has 20 toys and Peter has 21 toys. Who has more toys?,,,"{""type"":1,""answer"":[{""value"":""Peter"",""type"":""string""}]}",,,1,3,1,1,Enabled,,,
