,521,31048,1,A,Greater than,,,Yes,1,1,,,,,
,521,31048,1,B,Less than,,,No,0,1,,,,,
,521,31048,1,C,Equals,,,No,0,1,,,,,
,521,31049,2,A,Equals,,,No,0,1,,,,,
,521,31049,2,B,Less than,,,Yes,1,1,,,,,
,521,31049,2,C,Greater than,,,No,0,1,,,,,
,521,31050,3,A,Division,,,No,0,1,,,,,
,521,31050,3,B,Multiplication,,,No,0,1,,,,,
,521,31050,3,C,Equals,,,Yes,1,1,,,,,
,521,31051,4,A,Division,,,Yes,1,1,,,,,
,521,31051,4,B,Percent,,,No,0,1,,,,,
,521,31051,4,C,Number,,,No,0,1,,,,,
,521,31052,5,A,Division,,,No,0,1,,,,,
,521,31052,5,B,Multiplication,,,Yes,1,1,,,,,
,521,31052,5,C,Percent,,,No,0,1,,,,,
,521,31053,6,A,Number,,,No,0,1,,,,,
,521,31053,6,B,Not equals,,,No,0,1,,,,,
,521,31053,6,C,Percent,,,Yes,1,1,,,,,
,521,31054,7,A,Number,,,No,0,1,,,,,
,521,31054,7,B,Dollar,,,Yes,1,1,,,,,
,521,31054,7,C,Percent,,,No,0,1,,,,,
,521,31055,8,A,Number,,,Yes,1,1,,,,,
,521,31055,8,B,Greater than,,,No,0,1,,,,,
,521,31055,8,C,Not equal ,,,No,0,1,,,,,
,521,31056,9,A,Division,,,No,0,1,,,,,
,521,31056,9,B,Not Equal,,,Yes,1,1,,,,,
,521,31056,9,C,Multiplication,,,No,0,1,,,,,
,521,31057,10,A,Multiplication,,,No,0,1,,,,,
,521,31057,10,B,Not Equal,,,No,0,1,,,,,
,521,31057,10,C,Greater than,,,Yes,1,1,,,,,
,521,31058,11,A,Not Equal,,,No,0,1,,,,,
,521,31058,11,B,Less than,,,Yes,1,1,,,,,
,521,31058,11,C,Greater than,,,No,0,1,,,,,
,521,31059,12,A,Not Equal,,,Yes,1,1,,,,,
,521,31059,12,B,Division,,,No,0,1,,,,,
,521,31059,12,C,Multiplication,,,No,0,1,,,,,
,521,31060,13,A,Number,,,No,0,1,,,,,
,521,31060,13,B,Division,,,Yes,1,1,,,,,
,521,31060,13,C,Multiplication,,,No,0,1,,,,,
,521,31061,14,A,Greater than,,,No,0,1,,,,,
,521,31061,14,B,Division,,,No,0,1,,,,,
,521,31061,14,C,Approxiamate,,,Yes,1,1,,,,,
,521,31062,15,A,Subtraction,,,No,0,1,,,,,
,521,31062,15,B,Addition,,,Yes,1,1,,,,,
,521,31062,15,C,Multiplication,,,No,0,1,,,,,
,521,31063,16,A,Subtraction,,,Yes,1,1,,,,,
,521,31063,16,B,Addition,,,No,0,1,,,,,
,521,31063,16,C,Multiplication,,,No,0,1,,,,,
,521,31064,17,A,,equals_sign1.png,equals_sign1.png,No,0,1,,,,,
,521,31064,17,B,,multiplication_sign.png,multiplication_sign.png,Yes,1,1,,,,,
,521,31064,17,C,,division_sign.png,division_sign.png,No,0,1,,,,,
,521,31065,18,A,,equals_sign1.png,equals_sign1.png,No,0,1,,,,,
,521,31065,18,B,,approxiamate_sign.png,approxiamate_sign.png,No,0,1,,,,,
,521,31065,18,C,,subtraction_sign.png,subtraction_sign.png,Yes,1,1,,,,,
,521,31066,19,A,,division_sign.png,division_sign.png,No,0,1,,,,,
,521,31066,19,B,,subtraction_sign.png,subtraction_sign.png,Yes,1,1,,,,,
,521,31066,19,C,,addition_sign.png,addition_sign.png,No,0,1,,,,,
,521,31067,20,A,,addition_sign.png,addition_sign.png,Yes,1,1,,,,,
,521,31067,20,B,,subtraction_sign.png,subtraction_sign.png,No,0,1,,,,,
