,49,24450,130801,,less than,,,Yes,1,,,,,,
,49,24450,130802,,more than,,,No,0,,,,,,
,49,24450,130803,,equals,,,No,0,,,,,,
,49,24451,130804,,more than,,,Yes,1,,,,,,
,49,24451,130805,,less than,,,No,0,,,,,,
,49,24451,130806,,equals,,,No,0,,,,,,
,49,24452,130807,,equals,,,Yes,1,,,,,,
,49,24452,130808,,more than,,,No,0,,,,,,
,49,24452,130809,,less than,,,No,0,,,,,,
,49,24453,130810,,equals,,,No,0,,,,,,
,49,24453,130811,,not equals,,,Yes,1,,,,,,
,49,24453,130812,,less than,,,No,0,,,,,,
,49,24454,130813,,not equals,,,No,0,,,,,,
,49,24454,130814,,equals,,,No,0,,,,,,
,49,24454,130815,,approximately,,,Yes,1,,,,,,
,49,24455,130816,,less than or equal to,,,Yes,1,,,,,,
,49,24455,130817,,less than,,,No,0,,,,,,
,49,24455,130818,,more than,,,No,0,,,,,,
,49,24456,130819,,equals,,,No,0,,,,,,
,49,24456,130820,,more than or equal to,,,Yes,1,,,,,,
,49,24456,130821,,less than,,,No,0,,,,,,
,49,24457,130822,,not equals,,,Yes,1,,,,,,
,49,24457,130823,,equals,,,No,0,,,,,,
,49,24457,130824,,less than,,,No,0,,,,,,
,49,24458,130825,,10<20,,,Yes,1,,,,,,
,49,24458,130826,,10>20,,,No,0,,,,,,
,49,24459,130827,,25>20,,,Yes,1,,,,,,
,49,24459,130828,,25<20,,,No,0,,,,,,
,49,24460,130829,,200=40x5,,,Yes,1,,,,,,
,49,24460,130830,,200=40÷5,,,No,0,,,,,,
,49,24461,130831,,x≥200,,,Yes,1,,,,,,
,49,24461,130832,,x≤200,,,No,0,,,,,,
,49,24462,130833,,x≥501,,,Yes,1,,,,,,
,49,24462,130834,,x≤501,,,No,0,,,,,,
,49,24463,130835,,x≥802,,,Yes,1,,,,,,
,49,24463,130836,,x≤802,,,No,0,,,,,,
,49,24464,130837,,10 ± 2,,,Yes,1,,,,,,
,49,24464,130838,,10 + 2,,,No,0,,,,,,
,49,24465,130839,,100 ± 80,,,Yes,1,,,,,,
,49,24465,130840,,100 + - 80,,,No,0,,,,,,
,49,24466,130841,,80 - 76,,,No,0,,,,,,
,49,24466,130842,,80 ± 76,,,Yes,1,,,,,,
,49,24467,130843,,20 ± 17,,,Yes,1,,,,,,
,49,24467,130844,,20 - 17,,,No,0,,,,,,
,49,24468,130845,,10 = 9,,,No,0,,,,,,
,49,24468,130846,,10 ≠ 9,,,Yes,1,,,,,,
,49,24469,130847,,200 ≠ 180,,,No,0,,,,,,
,49,24469,130848,,200 < 180,,,No,0,,,,,,
,49,24470,130849,,= 200,,,No,0,,,,,,
,49,24470,130850,,~ 200,,,Yes,1,,,,,,
,49,24471,130851,,=50 grams,,,No,0,,,,,,
,49,24471,130852,,~50 grams,,,Yes,1,,,,,,
,49,24472,130853,,~ 5 meters,,,Yes,1,,,,,,
,49,24472,130854,,< 5 meters,,,No,0,,,,,,
,49,24493,130855,,2+(3+9) = (2+3) +9,,,Yes,1,,,,,,
,49,24493,130856,,5 + (4+3)=5+4+5+3,,,No,0,,,,,,
,49,24494,130857,,20 + (10+11) = (20+10) + 11,,,Yes,1,,,,,,
,49,24494,130858,,(30+10) + 5 = 30+10+5,,,No,0,,,,,,
,49,24495,130859,,(20+59)+45 =20+(59+45),,,Yes,1,,,,,,
,49,24495,130860,,(6+5)+3= 6+5+3,,,No,0,,,,,,
,49,24496,130861,,42 + (43+21) = (42+43) + 21,,,Yes,1,,,,,,
,49,24496,130862,,65 + 45 + 21 = (65+45) + 21,,,No,0,,,,,,
,49,24497,130863,,31 - (21-10) =(31-21) - 10,,,No,0,,,,,,
,49,24497,130864,,56 +(23+86) = (56+23)+86,,,Yes,1,,,,,,
,49,24498,130865,,100 + (21-10) = (100+21)-10,,,Yes,1,,,,,,
,49,24498,130866,,6+(6-0)=6-6+0,,,No,0,,,,,,
,50,24518,130901,,It is an equation,,,No,0,,,,,,
,50,24518,130902,,It is not an equation,,,Yes,1,,,,,,
,50,24518,130903,,Not sure,,,No,0,,,,,,
,50,24519,130904,,It is an equation,,,Yes,1,,,,,,
,50,24519,130905,,It is not an equation,,,No,0,,,,,,
,50,24519,130906,,Not sure,,,No,0,,,,,,
,50,24520,130907,,It is an equation,,,No,0,,,,,,
,50,24520,130908,,It is not an equation,,,Yes,1,,,,,,
,50,24520,130909,,Not sure,,,No,0,,,,,,
,50,24521,130910,,It is an equation,,,Yes,1,,,,,,
,50,24521,130911,,It is not an equation,,,No,0,,,,,,
,50,24521,130912,,Not sure,,,No,0,,,,,,
,50,24522,130913,,It is an equation,,,No,0,,,,,,
,50,24522,130914,,It is not an equation,,,Yes,1,,,,,,
,50,24522,130915,,Not sure,,,No,0,,,,,,
,50,24523,130916,,It is an equation,,,Yes,1,,,,,,
,50,24523,130917,,It is not an equation,,,No,0,,,,,,
,50,24523,130918,,Not sure,,,No,0,,,,,,
,50,24524,130919,,It is an equation,,,No,0,,,,,,
,50,24524,130920,,It is not an equation,,,Yes,1,,,,,,
,50,24524,130921,,Not sure,,,No,0,,,,,,
,50,24525,130922,,It is an equation,,,No,0,,,,,,
,50,24525,130923,,It is not an equation,,,Yes,1,,,,,,
,50,24525,130924,,Not sure,,,No,0,,,,,,
,50,24526,130925,,It is an equation,,,Yes,1,,,,,,
,50,24526,130926,,It is not an equation,,,No,0,,,,,,
,50,24526,130927,,Not sure,,,No,0,,,,,,
,50,24527,130928,,It is an equation,,,No,0,,,,,,
,50,24527,130929,,It is not an equation,,,Yes,1,,,,,,
,50,24527,130930,,Not sure,,,No,0,,,,,,
,50,24528,130931,,It is an equation,,,No,0,,,,,,
,50,24528,130932,,It is not an equation,,,Yes,1,,,,,,
,50,24528,130933,,Not sure,,,No,0,,,,,,
,50,24529,130934,,It is an equation,,,No,0,,,,,,
,50,24529,130935,,It is not an equation,,,Yes,1,,,,,,
,50,24529,130936,,Not sure,,,No,0,,,,,,
,50,24530,130937,,It is an equation,,,No,0,,,,,,
,50,24530,130938,,It is not an equation,,,Yes,1,,,,,,
,50,24530,130939,,Not sure,,,No,0,,,,,,
,50,24531,130940,,It is an equation,,,Yes,1,,,,,,
,50,24531,130941,,It is not an equation,,,No,0,,,,,,
,50,24531,130942,,Not sure,,,No,0,,,,,,
,50,24532,130943,,It is an equation,,,Yes,1,,,,,,
,50,24532,130944,,It is not an equation,,,No,0,,,,,,
,50,24532,130945,,Not sure,,,No,0,,,,,,
,50,24533,130946,,It is an equation,,,No,0,,,,,,
,50,24533,130947,,It is not an equation,,,Yes,1,,,,,,
,50,24533,130948,,Not sure,,,No,0,,,,,,
,50,24534,130949,,It is an equation,,,No,0,,,,,,
,50,24534,130950,,It is not an equation,,,Yes,1,,,,,,
,50,24534,130951,,Not sure,,,No,0,,,,,,
,55,24623,131411,,Bar chart,,,No,0,,,,,,
,55,24623,131412,,Line chart,,,No,0,,,,,,
,55,24624,131413,,Scatter Plot,,,No,0,,,,,,
,55,24624,131414,,Line chart,,,No,0,,,,,,
,55,24625,131415,,Pie chart,,,No,0,,,,,,
,55,24625,131416,,Column chart,,,No,0,,,,,,
,55,24626,131417,,Distance,,,No,0,,,,,,
,55,24626,131418,,Time,,,No,0,,,,,,
,55,24645,131419,,"right triangles, diamond, squares",,,Yes,1,,,,,,
,55,24646,131420,,A,,,Yes,1,,,,,,
,55,24647,131421,,B,,,Yes,1,,,,,,
,55,24648,131422,,C,,,Yes,1,,,,,,
,55,24649,131423,,C,,,Yes,1,,,,,,
,55,24650,131424,,B,,,Yes,1,,,,,,
,55,24651,131425,,D  ,,,Yes,1,,,,,,
,55,24645,131426,,"diamond, squares",,,No,0,,,,,,
,55,24645,131427,,squares,,,No,0,,,,,,
,55,24646,131428,,B,,,No,0,,,,,,
,55,24646,131429,,C,,,No,0,,,,,,
,55,24647,131430,,A,,,No,0,,,,,,
,55,24647,131431,,C,,,No,0,,,,,,
,55,24648,131432,,A,,,No,0,,,,,,
,55,24648,131433,,B,,,No,0,,,,,,
,55,24649,131434,,A,,,No,0,,,,,,
,55,24649,131435,,B,,,No,0,,,,,,
,55,24650,131436,,A,,,No,0,,,,,,
,55,24650,131437,,C,,,No,0,,,,,,
,55,24651,131438,,A,,,No,0,,,,,,
,55,24651,131439,,B,,,No,0,,,,,,
,55,24741,131440,,y-axis,,,Yes,1,,,,,,
,55,24741,131441,,x-axis,,,No,0,,,,,,
,55,24741,131442,,Distance,,,No,0,,,,,,
,57,24761,131601,,AB,,,Yes,1,,,,,,
,57,24762,131602,,CD,,,Yes,1,,,,,,
,57,24763,131603,,"CD, EF",,,Yes,1,,,,,,
,57,24764,131604,,"AB, CD",,,Yes,1,,,,,,
,57,24765,131605,,"AB, EF",,,Yes,1,,,,,,
,57,24766,131606,,"AB, CD",,,Yes,1,,,,,,
,57,24767,131607,,"CD, GH",,,Yes,1,,,,,,
,57,24768,131608,,"HG, EF",,,Yes,1,,,,,,
,57,24769,131609,,"AB, HG",,,Yes,1,,,,,,
,57,24770,131610,,AB,,,Yes,1,,,,,,
,57,24771,131611,,CD,,,Yes,1,,,,,,
,57,24772,131612,,CD,,,Yes,1,,,,,,
,57,24773,131613,,CD,,,Yes,1,,,,,,
,57,24774,131614,,CD,,,Yes,1,,,,,,
,57,24775,131615,,GH,,,Yes,1,,,,,,
,57,24776,131616,,AB,,,Yes,1,,,,,,
,57,24777,131617,,CD,,,Yes,1,,,,,,
,57,24778,131618,,AB,,,Yes,1,,,,,,
,57,24779,131619,,HG,,,Yes,1,,,,,,
,57,24780,131620,,AB,,,Yes,1,,,,,,
,57,24763,131621,,"AB, CD",,,No,0,,,,,,
,57,24763,131622,,none of the above,,,No,0,,,,,,
,57,24764,131623,,"CD, EF",,,No,0,,,,,,
,57,24764,131624,,none of the above,,,No,0,,,,,,
,57,24765,131625,,"CD, EF",,,No,0,,,,,,
,57,24765,131626,,"CD, GH",,,No,0,,,,,,
,57,24766,131627,,"CD, EF",,,No,0,,,,,,
,57,24766,131628,,"EF, GH",,,No,0,,,,,,
,57,24767,131629,,"AB, CD",,,No,0,,,,,,
,57,24767,131630,,"AB, EF",,,No,0,,,,,,
,57,24768,131631,,"AB, EF",,,No,0,,,,,,
,57,24768,131632,,"CD, EF",,,No,0,,,,,,
,57,24769,131633,,"AB, CD",,,No,0,,,,,,
,57,24769,131634,,"AB, EF",,,No,0,,,,,,
,57,24770,131635,,CD,,,No,0,,,,,,
,57,24770,131636,,GH,,,No,0,,,,,,
,57,24771,131637,,AB,,,No,0,,,,,,
,57,24771,131638,,GH,,,No,0,,,,,,
,57,24772,131639,,GH,,,No,0,,,,,,
,57,24772,131640,,AB,,,No,0,,,,,,
,57,24773,131641,,IJ,,,No,0,,,,,,
,57,24773,131642,,AB,,,No,0,,,,,,
,57,24774,131643,,GH,,,No,0,,,,,,
,57,24774,131644,,AB,,,No,0,,,,,,
,57,24775,131645,,AB,,,No,0,,,,,,
,57,24775,131646,,CD,,,No,0,,,,,,
,57,24776,131647,,CD,,,No,0,,,,,,
,57,24776,131648,,GH,,,No,0,,,,,,
,57,24777,131649,,AB,,,No,0,,,,,,
,57,24777,131650,,GH,,,No,0,,,,,,
,57,24778,131651,,CD,,,No,0,,,,,,
,57,24778,131652,,EF,,,No,0,,,,,,
,57,24779,131653,,CD,,,No,0,,,,,,
,57,24779,131654,,EF,,,No,0,,,,,,
,57,24780,131655,,CD,,,No,0,,,,,,
,57,24780,131656,,GH,,,No,0,,,,,,
,57,24761,131657,,CD,,,No,0,,,,,,
,57,24762,131658,,AB,,,No,0,,,,,,
,57,24793,131659,,"CD, EF",,,Yes,1,,,,,,
,57,24794,131660,,"AB, CD",,,Yes,1,,,,,,
,57,24795,131661,,"CD, EF",,,Yes,1,,,,,,
,57,24796,131662,,"CD,GH",,,Yes,1,,,,,,
,57,24797,131663,,"CD, GH",,,Yes,1,,,,,,
,57,24798,131664,,"AB, EF",,,Yes,1,,,,,,
,57,24799,131665,,"AB, CD",,,Yes,1,,,,,,
,57,24800,131666,,"AB, CD",,,Yes,1,,,,,,
,57,24801,131667,,"AB, EF",,,Yes,1,,,,,,
,57,24802,131668,,"CD, GH",,,Yes,1,,,,,,
,57,24803,131669,,"AB, IJ",,,Yes,1,,,,,,
,57,24804,131670,,"CD, IJ",,,Yes,1,,,,,,
,57,24805,131671,,EF,,,Yes,1,,,,,,
,57,24806,131672,,AB,,,Yes,1,,,,,,
,57,24807,131673,,HG,,,Yes,1,,,,,,
,57,24793,131674,,"AB, CD",,,No,0,,,,,,
,57,24793,131675,,"AB, EF",,,No,0,,,,,,
,57,24794,131676,,"AB, EF",,,No,0,,,,,,
,57,24794,131677,,"CD, EF",,,No,0,,,,,,
,57,24795,131678,,"AB, CD",,,No,0,,,,,,
,57,24795,131679,,"AB, EF",,,No,0,,,,,,
,57,24796,131680,,"AB, CD",,,No,0,,,,,,
