1,1,11001,MC,How many balls are there in the picture?,6-basketballs.png,6-basketballs.png,,,,1,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
2,1,11002,MC,How many pizzas are there in the picture?,3-pizzas.JPG,3-pizzas.JPG,,,,2,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
3,1,11003,MC,How many baseballs are there in the picture?,8-baseball-bats.JPG,8-baseball-bats.JPG,,,,3,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
4,1,11004,MC,Which picture has the most baseballs?,,,,,,4,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
5,1,11005,MC,How many robots are there in the picture?,13-robots.JPG,13-robots.JPG,,,,5,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
6,1,11006,MC,How many green fruits are there in the picture?,various-fruits.jpg,various-fruits.jpg,,,,6,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
7,1,11007,FIB,How many bats and rackets are there?,bats_tennis-rackets.png,bats_tennis-rackets.png,"{""type"":1,""answer"":[{""value"":9,""type"":""int""}]}",,,7,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
8,1,11008,O,"Arrange numbers from least to greatest: 68, 53, 85",,,"53,68,85","68,53,85",,1,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
9,1,11009,FIB,"Fill in the blank: 87, 88, __, 90, 91",,,"{""type"":1,""answer"":[{""value"":89,""type"":""int""}]}",,,3,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
10,1,11010,FIB,"Fill in the blank: 10, 9, 8, __, 6, 5, 4, 3, 2, 1",,,"{""type"":1,""answer"":[{""value"":7,""type"":""int""}]}",,,1,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
11,1,11011,MC,25 is ___ more than 20,,,,,,2,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
12,1,11012,MC,Which picture has the most rackets?,,,,,,8,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
13,1,11013,O,"Arrange the number from least to greatest: 22, 45, 34, 15",,,"15,22,34,45","22,45,34,15",,2,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
14,1,11014,MC,How many cars are there in the picture?,9-cars.png,9-cars.png,,,,9,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
15,1,11015,MC,How many circles are there?,18-circles.png,18-circles.png,,,,3,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
16,1,11016,FIB,How many more stars than hearts?,6stars_4hearts.png,6stars_4hearts.png,"{""type"":1,""answer"":[{""value"":2,""type"":""int""}]}",,,4,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
17,1,11017,MC,Which picture has more squares?,,,,,,10,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
18,1,11018,N,What is 1 more than 96?,,,97,,,4,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
19,1,11019,FIB,"Fill in the blank: 100, 99, 98, 97, 96, 95, 94, ___, 92, 91",,,"{""type"":1,""answer"":[{""value"":93,""type"":""int""}]}",,,5,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
20,1,11020,N,What is 3 less than 67?,,,64,,,6,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
21,2,11021,N,There are 4 cherries and 3 lemons. How many fruits altogether?,cherries_lemons-7.png,cherries_lemons-7.png,7,,,1,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
22,2,11022,MC,Which of the following adds up to 10?,,,,,,2,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
23,2,11023,N,There are 5 circles and 6 squares. How many shapes altogether?,11-squares_circles.png,11-squares_circles.png,11,,,1,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
24,2,11024,MC,Which of the following adds to up to 20?,,,,,,2,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
25,2,11025,MC,There are 14 triangles and 8 circles. How many shapes altogether?,22-triangles_circles.png,22-triangles_circles.png,,,,3,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
26,2,11026,MC,"There are 4 rockets launched in the morning, then 2 more rockets launched later that day. How many rockets were launched altogether? ",7-rocketships.png,7-rocketships.png,,,,3,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
27,2,11027,N,How many footballs and soccer balls are there?,11-soccer_footballs.png,11-soccer_footballs.png,11,,,4,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
28,2,11028,MC,Which of the following adds up to 15?,,,,,,5,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
29,2,11029,N,How many baseballs and basketballs are there total?,14-basketballs_bats.png,14-basketballs_bats.png,14,,,6,2,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
30,2,11030,FIB,25+__=33,,,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,1,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
31,2,11031,N,How many telescopes are there total?,telescopes.png,telescopes.png,6,,,4,1,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
32,2,11032,N,"John ordered 9 pizzas on Friday, then 9 more on Saturday. How many pizzas did he order altogether?",9-pizzas.png,9-pizzas.png,18,,,2,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
33,2,11033,N,"The toy factory built 10 robots on day 1 and then 5 more on day 2, how many robots did the toy factory built?",15-robots.JPG,15-robots.JPG,15,,,3,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
34,2,11034,MC,Billy has 25 apples and his sister has 2 more than him. How many apples does Billy's sister have?,,,,,,4,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
35,2,11035,N,14<br>+4,,,18,,,5,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
36,2,11036,N,43<br>+4,,,47,,,6,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
37,2,11037,N,13<br>+25,,,38,,,7,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
38,2,11038,N,41<br>+35,,,76,,,8,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
39,2,11039,N,25<br>+05,,,30,,,9,3,1,1,Enabled,1,1,NULL,10/24/2016 9:25:04,10/24/2016 9:25:04
