,104,37285,10401701,A,9xp = 3,,,No,0,1,,,,,
,104,37285,10401702,B,px9 = 3,,,No,0,1,,,,,
,104,37285,10401703,C,p ÷ 9 = 3,,,Yes,1,1,,,,,
,104,37285,10401704,D,9 + 3 = p,,,No,0,1,,,,,
,104,37286,10401801,A,x + 5 = 20,,,No,0,1,,,,,
,104,37286,10401802,B,x5 = 20,,,No,0,1,,,,,
,104,37286,10401803,C,x - 5 = 20,,,Yes,1,1,,,,,
,104,37286,10401804,D,x ÷ 5 = 20,,,No,0,1,,,,,
,104,37287,10401901,A,(1/2)x - 2 = 8,,,No,0,1,,,,,
,104,37287,10401902,B,(1/2)x + 3 = 8,,,No,0,1,,,,,
,104,37287,10401903,C,(1/2)x + 2 = 8,,,Yes,1,1,,,,,
,104,37287,10401904,D,(1/2)x ÷ 2 = 8,,,No,0,1,,,,,
,104,37288,10402001,A,5xp = 3,,,No,0,1,,,,,
,104,37288,10402002,B,px5 = 3,,,No,0,1,,,,,
,104,37288,10402003,C,p ÷ 5 = 3,,,Yes,1,1,,,,,
,104,37288,10402004,D,5 + 3 = p,,,No,0,1,,,,,
,105,37372,10504201,A,Yellow Circle,,,No,0,1,,,,,
,105,37372,10504202,B,Green Square,,,No,0,1,,,,,
,105,37372,10504203,C,Blue Circle,,,Yes,1,1,,,,,
,105,37372,10504204,D,Orange Square,,,No,0,1,,,,,
,105,37373,10504301,A,Yellow Circle,,,No,0,1,,,,,
,105,37373,10504302,B,Green Square,,,Yes,1,1,,,,,
,105,37373,10504303,C,Blue Circle,,,No,0,1,,,,,
,105,37373,10504304,D,Orange Square,,,No,0,1,,,,,
,105,37374,10504401,A,Yellow Circle,,,No,0,1,,,,,
,105,37374,10504402,B,Green Square,,,No,0,1,,,,,
,105,37374,10504403,C,Blue Circle,,,No,0,1,,,,,
,105,37374,10504404,D,Orange Square,,,Yes,1,1,,,,,
,105,37375,10504501,A,Purple Circle and Red Square,,,Yes,1,1,,,,,
,105,37375,10504502,B,Green Square and Red Square,,,No,0,1,,,,,
,105,37375,10504503,C,Blue Circle and Purple Circle,,,No,0,1,,,,,
,105,37375,10504504,D,Orange Square and Blue Circle,,,No,0,1,,,,,
,105,37376,10504601,A,"(-3, 3)",,,Yes,1,1,,,,,
,105,37376,10504602,B,"(0, 0)",,,No,0,1,,,,,
,105,37376,10504603,C,"(1, 2)",,,No,0,1,,,,,
,105,37376,10504604,D,"(-5, -4)",,,No,0,1,,,,,
,105,37377,10504701,A,"(-3, 3)",,,No,0,1,,,,,
,105,37377,10504702,B,"(3, 6)",,,Yes,1,1,,,,,
,105,37377,10504703,C,"(1, 2)",,,No,0,1,,,,,
,105,37377,10504704,D,"(-5, -4)",,,No,0,1,,,,,
,105,37378,10504801,A,"(-4, -3)",,,Yes,1,1,,,,,
,105,37378,10504802,B,"(3, 6)",,,No,0,1,,,,,
,105,37378,10504803,C,"(1, 2)",,,No,0,1,,,,,
,105,37378,10504804,D,"(-5, -4)",,,No,0,1,,,,,
,105,37379,10504901,A,"(2, -2)",,,Yes,1,1,,,,,
,105,37379,10504902,B,"(1, 1)",,,No,0,1,,,,,
,105,37379,10504903,C,"(2, -3)",,,No,0,1,,,,,
,105,37379,10504904,D,"(3, -5)",,,No,0,1,,,,,
,105,37380,10505001,A,Quadrant I,,,Yes,1,1,,,,,
,105,37380,10505002,B,Quadrant II,,,No,0,1,,,,,
,105,37380,10505003,C,Quadrant III,,,No,0,1,,,,,
,105,37380,10505004,D,Quadrant IV,,,No,0,1,,,,,
,105,37381,10505101,A,Quadrant I,,,No,0,1,,,,,
,105,37381,10505102,B,Quadrant II,,,Yes,1,1,,,,,
,105,37381,10505103,C,Quadrant III,,,No,0,1,,,,,
,105,37381,10505104,D,Quadrant IV,,,No,0,1,,,,,
,105,37382,10505201,A,Quadrant I,,,No,0,1,,,,,
,105,37382,10505202,B,Quadrant II,,,No,0,1,,,,,
,105,37382,10505203,C,Quadrant III,,,Yes,1,1,,,,,
,105,37382,10505204,D,Quadrant IV,,,No,0,1,,,,,
,105,37383,10505301,A,Quadrant I,,,No,0,1,,,,,
,105,37383,10505302,B,Quadrant II,,,No,0,1,,,,,
,105,37383,10505303,C,Quadrant III,,,No,0,1,,,,,
,105,37383,10505304,D,Quadrant IV,,,Yes,1,1,,,,,
,108,37514,10800101,A,4²,,,No,0,1,,,,,
,108,37514,10800102,B,3²,,,Yes,1,1,,,,,
,108,37514,10800103,C,5²,,,No,0,1,,,,,
,108,37515,10800201,A,3²,,,No,0,1,,,,,
,108,37515,10800202,B,4²,,,Yes,1,1,,,,,
,108,37515,10800203,C,5²,,,No,0,1,,,,,
,108,37516,10800301,A,4²,,,No,0,1,,,,,
,108,37516,10800302,B,3²,,,No,0,1,,,,,
,108,37516,10800303,C,5²,,,Yes,1,1,,,,,
,108,37517,10800401,A,5²,,,No,0,1,,,,,
,108,37517,10800402,B,6³,,,Yes,1,1,,,,,
,108,37517,10800403,C,4²,,,No,0,1,,,,,
,108,37518,10800501,A,7³,,,Yes,1,1,,,,,
,108,37518,10800502,B,8³,,,No,0,1,,,,,
,108,37518,10800503,C,9⁴,,,No,0,1,,,,,
,108,37519,10800601,A,6³,,,No,0,1,,,,,
,108,37519,10800602,B,4²,,,No,0,1,,,,,
,108,37519,10800603,C,8³,,,Yes,1,1,,,,,
,108,37520,10800701,A,11⁵,,,No,0,1,,,,,
,108,37520,10800702,B,9⁴,,,Yes,1,1,,,,,
,108,37520,10800703,C,10⁴,,,No,0,1,,,,,
,108,37521,10800801,A,10⁴,,,Yes,1,1,,,,,
,108,37521,10800802,B,9⁴,,,No,0,1,,,,,
,108,37521,10800803,C,10⁴,,,No,0,1,,,,,
,108,37522,10800901,A,11⁵,,,Yes,1,1,,,,,
,108,37522,10800902,B,11⁵,,,No,0,1,,,,,
,108,37522,10800903,C,10⁵,,,No,0,1,,,,,
,108,37523,10801001,A,13⁵,,,No,0,1,,,,,
,108,37523,10801002,B,12⁵,,,Yes,1,1,,,,,
,108,37523,10801003,C,10⁵,,,No,0,1,,,,,
,108,37524,10801101,A,13⁵,,,Yes,1,1,,,,,
,108,37524,10801102,B,10⁵,,,No,0,1,,,,,
,108,37524,10801103,C,11⁵,,,No,0,1,,,,,
,108,37525,10801201,A,14⁵,,,Yes,1,1,,,,,
,108,37525,10801202,B,13⁵,,,No,0,1,,,,,
,108,37525,10801203,C,10⁵,,,No,0,1,,,,,
,110,37680,11004101,,More,,,Yes,1,1,,,,,
,110,37680,11004102,,Less,,,No,0,1,,,,,
,110,37680,11004103,,Equal,,,No,0,1,,,,,
,110,37681,11004201,,More,,,No,0,1,,,,,
,110,37681,11004202,,Less,,,No,0,1,,,,,
,110,37681,11004203,,Equal,,,Yes,1,1,,,,,
,110,37682,11004301,,More,,,No,0,1,,,,,
,110,37682,11004302,,Less,,,Yes,1,1,,,,,
,110,37682,11004303,,Equal,,,No,0,1,,,,,
,110,37683,11004401,,More,,,No,0,1,,,,,
,110,37683,11004402,,Less,,,No,0,1,,,,,
,110,37683,11004403,,Equal,,,Yes,1,1,,,,,
,110,37684,11004501,,More,,,Yes,1,1,,,,,
,110,37684,11004502,,Less,,,No,0,1,,,,,
,110,37684,11004503,,Equal,,,No,0,1,,,,,
,110,37685,11004601,,More,,,Yes,1,1,,,,,
,110,37685,11004602,,Less,,,No,0,1,,,,,
,110,37685,11004603,,Equal,,,No,0,1,,,,,
,110,37686,11004701,,More,,,No,0,1,,,,,
,110,37686,11004702,,Less,,,Yes,1,1,,,,,
,110,37686,11004703,,Equal,,,No,0,1,,,,,
,110,37687,11004801,,More,,,No,0,1,,,,,
,110,37687,11004802,,Less,,,No,0,1,,,,,
,110,37687,11004803,,Equal,,,Yes,1,1,,,,,
,110,37688,11004901,,More,,,Yes,1,1,,,,,
,110,37688,11004902,,Less,,,No,0,1,,,,,
,110,37688,11004903,,Equal,,,No,0,1,,,,,
,110,37689,11005001,,More,,,Yes,1,1,,,,,
,110,37689,11005002,,Less,,,No,0,1,,,,,
,110,37689,11005003,,Equal,,,No,0,1,,,,,
,110,37690,11005101,,More,,,No,0,1,,,,,
,110,37690,11005102,,Less,,,Yes,1,1,,,,,
,110,37690,11005103,,Equal,,,No,0,1,,,,,
,110,37691,11005201,,More,,,No,0,1,,,,,
,110,37691,11005202,,Less,,,Yes,1,1,,,,,
,110,37691,11005203,,Equal,,,No,0,1,,,,,
,114,37885,11400101,,-5,,,Yes,1,1,,,,,
,114,37885,11400102,,5,,,No,0,1,,,,,
,114,37885,11400103,,0,,,No,0,1,,,,,
,114,37886,11400201,,-10,,,No,0,1,,,,,
,114,37886,11400202,,10,,,Yes,1,1,,,,,
,114,37886,11400203,,0,,,No,0,1,,,,,
