,140,13051,210001,,"person, place, or thing",,Y,1,,,,,
,140,13051,210002,,describes something,,N,0,,,,,
,140,13051,210003,,action word,,N,0,,,,,
,140,13052,210005,,Bee,,Y,1,,,,,
,140,13052,210006,,sitting,,N,0,,,,,
,140,13052,210007,,above,,N,0,,,,,
,140,13052,210008,,Running,,N,0,,,,,
,140,13052,210009,,below,,N,0,,,,,
,140,13052,210010,,across,,N,0,,,,,
,140,13053,210011,,Color,,N,0,,,,,
,140,13053,210012,,"person, place, or thing",,Y,1,,,,,
,140,13053,210013,,action word,,N,0,,,,,
,140,13054,210014,,Fruit,,Y,1,,,,,
,140,13054,210015,,Walking,,N,0,,,,,
,140,13054,210016,,Sleeping,,N,0,,,,,
,140,13054,210017,,Happy,,N,0,,,,,
,140,13055,210020,,Luke,,N,0,,,,,
,140,13055,210021,,France,,Y,1,,,,,
,140,13055,210022,,went,,N,0,,,,,
,140,13055,210023,,to,,N,0,,,,,
,140,13056,210024,,Dog,,N,0,,,,,
,140,13056,210025,,Mom,,N,0,,,,,
,140,13056,210026,,United States,,N,0,,,,,
,140,13056,210027,,Jump,,Y,1,,,,,
,140,13057,210028,,Smile,,N,0,,,,,
,140,13057,210029,,Bird,,Y,1,,,,,
,140,13057,210030,,Hug,,N,0,,,,,
,140,13057,210031,,Blue,,N,0,,,,,
,140,13058,210032,,Hanna,,Y,1,,,,,
,140,13058,210033,,Burger,,N,0,,,,,
,140,13058,210034,,Fries,,N,0,,,,,
,140,13058,210035,,wants,,N,0,,,,,
,140,13058,210036,,to,,N,0,,,,,
,140,13058,210037,,eat,,N,0,,,,,
,140,13058,210038,,a,,N,0,,,,,
,140,13058,210039,,and,,N,0,,,,,
,140,13064,210057,,Yes,,Y,1,,,,,
,140,13064,210058,,No,,N,0,,,,,
,140,13065,210059,,Yes,,Y,1,,,,,
,140,13065,210060,,No,,N,0,,,,,
,141,13071,21078,,TRUE,,Y,1,,,,,
,141,13071,21079,,FALSE,,N,0,,,,,
,141,13072,21080,,three boys,,N,0,,,,,
,141,13072,21081,,one cat,,Y,1,,,,,
,141,13072,21082,,two houses,,N,0,,,,,
,141,13072,21083,,four dogs,,N,0,,,,,
,141,13073,21084,,one,,Y,1,,,,,
,141,13073,21085,,more than one,,N,0,,,,,
,141,13075,21092,,one monkey,,Y,1,,,,,
,141,13075,21093,,three elephants,,N,0,,,,,
,141,13075,21094,,two kangaroos,,N,0,,,,,
,141,13075,21095,,four lions,,N,0,,,,,
,141,13076,21096,,seven houses,,N,0,,,,,
,141,13076,21097,,three stores,,N,0,,,,,
,141,13076,21098,,one school,,Y,1,,,,,
,141,13076,21099,,five hospitals,,N,0,,,,,
,141,13077,21100,,two cats,,N,0,,,,,
,141,13077,21101,,three fish,,N,0,,,,,
,141,13077,21102,,one frog,,Y,1,,,,,
,141,13079,21111,,"Yes, it is a single noun.",,N,0,,,,,
,141,13079,21112,,"No, it is not a single noun.",,Y,1,,,,,
,141,13080,21113,,May I have one dessert please?,,Y,1,,,,,
,141,13080,21114,,May I have one desserts please,,N,0,,,,,
,141,13081,21115,,Houses,,N,0,,,,,
,141,13081,21116,,Homes,,N,0,,,,,
,141,13081,21117,,House,,Y,1,,,,,
,141,13082,21118,,Jose,,Y,1,,,,,
,141,13082,21119,,is,,N,0,,,,,
,141,13082,21120,,shopping,,N,0,,,,,
,141,13082,21121,,fow,,N,0,,,,,
,141,13082,21122,,two shirts,,N,0,,,,,
,141,13082,21123,,a jacket,,Y,1,,,,,
,141,13082,21124,,and,,N,0,,,,,
,141,13082,21125,,two pairs of pants,,N,0,,,,,
,141,13083,21126,,Shoes,,N,0,,,,,
,141,13083,21127,,Scarves,,N,0,,,,,
,141,13083,21128,,Shirt,,Y,1,,,,,
,141,13083,21129,,Hats,,N,0,,,,,
,141,13084,21130,,Tree,,Y,1,,,,,
,141,13084,21131,,Flowers,,N,0,,,,,
,141,13084,21132,,bushes,,N,0,,,,,
,141,13084,21133,,plants,,N,0,,,,,
,141,13085,21134,,managers,,N,0,,,,,
