,88,34824,,,1,,module88a1.png,,,,,
,88,34825,,,1,,module88a2.png,,,,,
,88,34826,,,1,,module88a3.png,,,,,
,88,34827,,,1,,module88a4.png,,,,,
,88,34828,,,1,,module88a5.png,,,,,
,88,34829,,,1,,module88a6.png,,,,,
,88,34830,,,1,,module88a7.png,,,,,
,88,34831,,,1,,module88a8.png,,,,,
,88,34832,,,1,,module88a9.png,,,,,
,88,34833,,,1,,module88a10.png,,,,,
,88,34834,,,1,,module88a11.png,,,,,
,88,34835,,,1,,module88a12.png,,,,,
,88,34836,,,1,,module88a13.png,,,,,
,88,34837,,,1,,module88a14.png,,,,,
,88,34838,,,1,,module88a15.png,,,,,
,88,34839,,,1,,module88a16.png,,,,,
,88,34840,,,1,,module88a17.png,,,,,
,88,34841,,,1,,module88a18.png,,,,,
,88,34842,,,1,,module88a19.png,,,,,
,88,34843,,,1,,module88a20.png,,,,,
,88,34844,,,1,,module88a21.png,,,,,
,88,34845,,,1,,module88a22.png,,,,,
,88,34846,,,1,,module88a23.png,,,,,
,88,34847,,,1,,module88a24.png,,,,,
,88,34848,,,1,,module88a25.png,,,,,
,88,34849,,,1,,module88a26.png,,,,,
,88,34850,,,1,,module88a27.png,,,,,
,88,34851,,,1,,module88a28.png,,,,,
,88,34852,,,1,,module88a29.png,,,,,
,88,34853,,,1,,module88a30.png,,,,,
,88,34854,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>3 Tens and 15 Ones      <br/>  <br/>3x10 = 30   <br/>  <br/>15x1=15   <br/>  <br/>30+15=45   <br/>  <br/>Step 2  Regroup 45 into tens and ones   <br/>  <br/>45 = 4 tens and 5 ones   <br/>  <br/>",,,,,,
,88,34855,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>1 Tens and 20 Ones      <br/>  <br/>1x10 = 10   <br/>  <br/>20x1=20   <br/>  <br/>10+20=30   <br/>  <br/>Step 2  Regroup 30 into tens and ones   <br/>  <br/>30= 3 tens    <br/>  <br/>",,,,,,
,88,34856,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>2Tens and 14 Ones      <br/>  <br/> 2x10 = 20   <br/>  <br/> 14x1=14   <br/>  <br/> 20+14=34   <br/>  <br/> Step 2  Regroup 34 into tens and ones   <br/>  <br/> 30= 3 tens , 4 Ones   <br/>  <br/>",,,,,,
,88,34857,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>3 Tens and 15 Ones      <br/>  <br/>3x10 = 30   <br/>  <br/>15x1=15   <br/>  <br/>30+15=45   <br/>  <br/>Step 2  Regroup 45 into tens and ones   <br/>  <br/>45 = 4 tens and 5 ones   <br/>  <br/>",,,,,,
,88,34858,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>1 Tens and 20 Ones      <br/>  <br/>1x10 = 10   <br/>  <br/>20x1=20   <br/>  <br/>10+20=30   <br/>  <br/>Step 2  Regroup 30 into tens and ones   <br/>  <br/>30= 3 tens    <br/>  <br/>",,,,,,
,88,34859,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>2Tens and 14 Ones      <br/>  <br/> 2x10 = 20   <br/>  <br/> 14x1=14   <br/>  <br/> 20+14=34   <br/>  <br/> Step 2  Regroup 34 into tens and ones   <br/>  <br/> 30= 3 tens , 4 Ones   <br/>  <br/>",,,,,,
,88,34860,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>5 Tens and 25 Ones      <br/>  <br/>5x10 = 50   <br/>  <br/>25x1=25 <br/>  <br/>50+25=75   <br/>  <br/>Step 2  Regroup 75 into tens and ones   <br/>  <br/>75 = 7 tens and 5 ones   <br/>  <br/>",,,,,,
,88,34861,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>6 Tens and 15 Ones      <br/>  <br/>6x10 = 60   <br/>  <br/>15x1=15 <br/>  <br/>60+15=75   <br/>  <br/>Step 2  Regroup 75 into tens and ones   <br/>  <br/>75 = 7 tens and 5 ones   <br/>  <br/>",,,,,,
,88,34862,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>8 Tens and 17 Ones      <br/>  <br/>8x10 = 80   <br/>  <br/>17x1=17 <br/>  <br/>80+17=97   <br/>  <br/>Step 2  Regroup 97 into tens and ones   <br/>  <br/>97 = 9 tens and 7 ones   <br/>  <br/>",,,,,,
,88,34863,,,1,"Step 1  Convert everything into ones, before regrouping correctly. <br/>  <br/>4 Tens and 29 Ones      <br/>  <br/>4x10 = 40   <br/>  <br/>29x1=29 <br/>  <br/>40+29=69   <br/>  <br/>Step 2  Regroup 69 into tens and ones   <br/>  <br/>69 = 6 tens and 9 ones   <br/>  <br/>",,,,,,
