,140,23722,,,a. Silvia,,,No,0,,,,,,,,2101
,140,23722,,,b. Snowboard,,,Yes,1,,,,,,,,2101
,140,23722,,,c. polishing,,,No,0,,,,,,,,2101
,140,23723,,,a. St.Darwin's Hospital,,,No,0,,,,,,,,2101
,140,23723,,,b. Denim Jeans,,,No,0,,,,,,,,2101
,140,23723,,,c. Shirt.,,,Yes,1,,,,,,,,2101
,140,23724,,,a. ball,,,Yes,1,,,,,,,,2101
,140,23724,,,b. Asus computers,,,No,0,,,,,,,,2101
,140,23724,,,c. Harold,,,No,0,,,,,,,,2101
,140,23725,,,a. Samsung,,,No,0,,,,,,,,2101
,140,23725,,,b. Laptop,,,Yes,1,,,,,,,,2101
,140,23725,,,c. Sony,,,No,0,,,,,,,,2101
,140,23726,,,a. Coca Cola,,,No,0,,,,,,,,2101
,140,23726,,,b. Soda,,,Yes,1,,,,,,,,2101
,140,23726,,,c. Sprite,,,No,0,,,,,,,,2101
,140,23727,,,a. Toshiba,,,Yes,1,,,,,,,,2101
,140,23727,,,b. car,,,No,0,,,,,,,,2101
,140,23727,,,c. cat,,,No,0,,,,,,,,2101
,140,23728,,,a. bird,,,No,0,,,,,,,,2101
,140,23728,,,b. goat,,,No,0,,,,,,,,2101
,140,23728,,,c. John,,,Yes,1,,,,,,,,2101
,140,23729,,,a. Doll,,,No,0,,,,,,,,2101
,140,23729,,,b. Scooby-Doo,,,Yes,1,,,,,,,,2101
,140,23729,,,c. bed,,,No,0,,,,,,,,2101
,140,23730,,,a. Ariel,,,Yes,1,,,,,,,,2101
,140,23730,,,b. toy,,,No,0,,,,,,,,2101
,140,23730,,,c. man,,,No,0,,,,,,,,2101
,140,23731,,,a. fish,,,No,0,,,,,,,,2101
,140,23731,,,b. Mitsubishi,,,Yes,1,,,,,,,,2101
,140,23731,,,c. water,,,No,0,,,,,,,,2101
,141,23755,,,a. yes,,,No,0,,,,,,,,2102
,141,23755,,,b. no,,,Yes,1,,,,,,,,2102
,141,23756,,,a. yes,,,Yes,1,,,,,,,,2102
,141,23756,,,b. no,,,No,0,,,,,,,,2102
,141,23757,,,a. yes,,,Yes,1,,,,,,,,2102
,141,23757,,,b. no,,,No,0,,,,,,,,2102
,141,23758,,,a. yes,,,No,0,,,,,,,,2102
,141,23758,,,b. no,,,Yes,1,,,,,,,,2102
,141,23759,,,a. yes,,,Yes,1,,,,,,,,2102
,141,23759,,,b. no,,,No,0,,,,,,,,2102
,141,23760,,,a. yes,,,No,0,,,,,,,,2102
,141,23760,,,b. no,,,Yes,1,,,,,,,,2102
,141,23761,,,a. yes,,,Yes,1,,,,,,,,2102
,141,23761,,,b. no,,,No,0,,,,,,,,2102
,141,23762,,,a. yes,,,Yes,1,,,,,,,,2102
,141,23762,,,b. no,,,No,0,,,,,,,,2102
,141,23763,,,a. yes,,,No,0,,,,,,,,2102
,141,23763,,,b. no,,,Yes,1,,,,,,,,2102
,141,23764,,,a. yes,,,No,0,,,,,,,,2102
,141,23764,,,b. no,,,Yes,1,,,,,,,,2102
,141,23765,,,a. yes,,,Yes,1,,,,,,,,2102
,141,23765,,,b. no,,,No,0,,,,,,,,2102
,141,23766,,,a. dragonfly,,,Yes,1,,,,,,,,2102
,141,23766,,,b. bird,,,No,0,,,,,,,,2102
,141,23766,,,c. eagle,,,No,0,,,,,,,,2102
,141,23767,,,a. dragonfly,,,No,0,,,,,,,,2102
,141,23767,,,b. bird,,,No,0,,,,,,,,2102
,141,23767,,,c. eagle,,,Yes,1,,,,,,,,2102
,141,23768,,,a. ladybug,,,No,0,,,,,,,,2102
,141,23768,,,b. cat,,,No,0,,,,,,,,2102
,141,23768,,,c. dog,,,Yes,1,,,,,,,,2102
,141,23769,,,a. ladybug,,,Yes,1,,,,,,,,2102
,141,23769,,,b. cat,,,No,0,,,,,,,,2102
,141,23769,,,c. dog,,,No,0,,,,,,,,2102
,141,23770,,,a. lighthouse,,,No,0,,,,,,,,2102
,141,23770,,,b. lobster,,,Yes,1,,,,,,,,2102
,141,23770,,,"c,lion",,,No,0,,,,,,,,2102
,141,23771,,,a. lighthouse,,,Yes,1,,,,,,,,2102
,141,23771,,,b. lobster,,,No,0,,,,,,,,2102
,141,23771,,,"c,lion",,,No,0,,,,,,,,2102
,141,23772,,,a. lighthouse,,,No,0,,,,,,,,2102
,141,23772,,,b. lobster,,,No,0,,,,,,,,2102
,141,23772,,,"c,lion",,,Yes,1,,,,,,,,2102
,141,23773,,,a. elk,,,No,0,,,,,,,,2102
,141,23773,,,b. elephant,,,Yes,1,,,,,,,,2102
,141,23773,,,c. apple,,,No,0,,,,,,,,2102
,141,23774,,,a. elk,,,Yes,1,,,,,,,,2102
,141,23774,,,b. elephant,,,No,0,,,,,,,,2102
,141,23774,,,c. apple,,,No,0,,,,,,,,2102
,141,23775,,,a. garlic,,,No,0,,,,,,,,2102
,141,23775,,,b. green apple,,,Yes,1,,,,,,,,2102
,141,23775,,,c. banana,,,No,0,,,,,,,,2102
,141,23776,,,a. garlic,,,Yes,1,,,,,,,,2102
,141,23776,,,b. green apple,,,No,0,,,,,,,,2102
,141,23776,,,c. banana,,,No,0,,,,,,,,2102
,141,23777,,,a. handbag,,,Yes,1,,,,,,,,2102
,141,23777,,,b. guitar,,,No,0,,,,,,,,2102
,141,23777,,,c. hat,,,No,0,,,,,,,,2102
,141,23778,,,a. handbag,,,No,0,,,,,,,,2102
,141,23778,,,b. guitar,,,No,0,,,,,,,,2102
,141,23778,,,c. hat,,,Yes,1,,,,,,,,2102
,141,23779,,,a. handbag,,,No,0,,,,,,,,2102
,141,23779,,,b. guitar,,,Yes,1,,,,,,,,2102
,141,23779,,,c. hat,,,No,0,,,,,,,,2102
,142,23787,,,a. basketballs,,,No,0,,,,,,,,2103
,142,23787,,,b. 2 basketballs,,,No,0,,,,,,,,2103
,142,23787,,,c. 4 basketballs,,,Yes,1,,,,,,,,2103
,142,23788,,,a. flamingo,,,No,0,,,,,,,,2103
,142,23788,,,b. 7 flamingos,,,Yes,1,,,,,,,,2103
,142,23788,,,c. 8 flamingos,,,No,0,,,,,,,,2103
,142,23789,,,a. tiger,,,No,0,,,,,,,,2103
,142,23789,,,b. 3 tigers,,,No,0,,,,,,,,2103
,142,23789,,,c. 8 tigers.,,,Yes,1,,,,,,,,2103
,142,23790,,,a. 9 cars,,,Yes,1,,,,,,,,2103
,142,23790,,,b. 10 cars,,,No,0,,,,,,,,2103
,142,23790,,,c. car,,,No,0,,,,,,,,2103
,142,23791,,,a. owl,,,No,0,,,,,,,,2103
,142,23791,,,b. 10 owls,,,Yes,1,,,,,,,,2103
,142,23791,,,c. 5 owls,,,No,0,,,,,,,,2103
,142,23792,,,a. 9 butterflies,,,Yes,1,,,,,,,,2103
,142,23792,,,b. butterlfy,,,No,0,,,,,,,,2103
,142,23792,,,c. 7 butterflies,,,No,0,,,,,,,,2103
,142,23793,,,a. 19 robots,,,No,0,,,,,,,,2103
,142,23793,,,b. robot,,,No,0,,,,,,,,2103
,142,23793,,,c. 13 robots,,,Yes,1,,,,,,,,2103
,142,23794,,,a. 15 bees,,,Yes,1,,,,,,,,2103
,142,23794,,,b. bee,,,No,0,,,,,,,,2103
,142,23794,,,c. 13 bees,,,No,0,,,,,,,,2103
,142,23795,,,a. bus,,,No,0,,,,,,,,2103
,142,23795,,,b. 2 buses,,,Yes,1,,,,,,,,2103
,142,23795,,,c. 5 buses,,,No,0,,,,,,,,2103
,142,23796,,,a. 3 dresses,,,Yes,1,,,,,,,,2103
,142,23796,,,b. 3 dress,,,No,0,,,,,,,,2103
,142,23796,,,c. dress,,,No,0,,,,,,,,2103
,142,23797,,,a. ape,,,No,0,,,,,,,,2103
,142,23797,,,b. 2 apes,,,No,0,,,,,,,,2103
,142,23797,,,c. 3 apes,,,Yes,1,,,,,,,,2103
,142,23798,,,a. grape bundles,,,No,0,,,,,,,,2103
,142,23798,,,b. 2 grape bundles,,,Yes,1,,,,,,,,2103
,142,23798,,,c. 3 grape bundles,,,No,0,,,,,,,,2103
,144,23863,,,a. John's,,,No,0,,,,,,,,2105
,144,23863,,,b. my,,,Yes,1,,,,,,,,2105
,144,23863,,,c. Betty's,,,No,0,,,,,,,,2105
,144,23864,,,a. his,,,Yes,1,,,,,,,,2105
,144,23864,,,b. her,,,No,0,,,,,,,,2105
,144,23864,,,c. hers,,,No,0,,,,,,,,2105
,144,23865,,,a. Ronald's,,,No,0,,,,,,,,2105
,144,23865,,,b. Harold's,,,No,0,,,,,,,,2105
,144,23865,,,c. our,,,Yes,1,,,,,,,,2105
,144,23866,,,a. his,,,No,0,,,,,,,,2105
,144,23866,,,b. her,,,Yes,1,,,,,,,,2105
,144,23866,,,c. their,,,No,0,,,,,,,,2105
,144,23867,,,a. his,,,No,0,,,,,,,,2105
,144,23867,,,b. their,,,Yes,1,,,,,,,,2105
,144,23867,,,c. hers,,,No,0,,,,,,,,2105
,144,23868,,,a. your,,,Yes,1,,,,,,,,2105
,144,23868,,,b. her,,,No,0,,,,,,,,2105
,144,23868,,,c. his,,,No,0,,,,,,,,2105
,144,23869,,,a. their,,,No,0,,,,,,,,2105
,144,23869,,,b. our,,,No,0,,,,,,,,2105
,144,23869,,,c. its,,,Yes,1,,,,,,,,2105
,144,23870,,,a. our,,,Yes,1,,,,,,,,2105
,144,23870,,,b. Brian's,,,No,0,,,,,,,,2105
,144,23870,,,c. Melissa's,,,No,0,,,,,,,,2105
,144,23871,,,a. her,,,No,0,,,,,,,,2105
,144,23871,,,b. his,,,Yes,1,,,,,,,,2105
,144,23871,,,c. their,,,No,0,,,,,,,,2105
,144,23872,,,a. her,,,Yes,1,,,,,,,,2105
,144,23872,,,b. his,,,No,0,,,,,,,,2105
,144,23872,,,c. its,,,No,0,,,,,,,,2105
,144,23873,,,a. their,,,Yes,1,,,,,,,,2105
,144,23873,,,b. his,,,No,0,,,,,,,,2105
,144,23873,,,c. hers,,,No,0,,,,,,,,2105
,144,23874,,,a. his,,,No,0,,,,,,,,2105
,144,23874,,,b. her,,,No,0,,,,,,,,2105
,144,23874,,,c. my,,,Yes,1,,,,,,,,2105
,144,23875,,,a. his,,,No,0,,,,,,,,2105
,144,23875,,,b. its,,,Yes,1,,,,,,,,2105
,144,23875,,,c. hers,,,No,0,,,,,,,,2105
,144,23876,,,a. her,,,No,0,,,,,,,,2105
,144,23876,,,b. his,,,Yes,1,,,,,,,,2105
,144,23876,,,c. their,,,No,0,,,,,,,,2105
,144,23877,,,a. their,,,No,0,,,,,,,,2105
,144,23877,,,b. his,,,No,0,,,,,,,,2105
,144,23877,,,c. hers,,,Yes,1,,,,,,,,2105
,144,23878,,,a. their,,,Yes,1,,,,,,,,2105
,144,23878,,,b. her,,,No,0,,,,,,,,2105
,144,23878,,,c. our,,,No,0,,,,,,,,2105
,144,23879,,,a. his,,,No,0,,,,,,,,2105
,144,23879,,,b. my,,,Yes,1,,,,,,,,2105
,144,23879,,,c. her,,,No,0,,,,,,,,2105
,144,23880,,,a. its,,,Yes,1,,,,,,,,2105
