,160,25525,218626,1,It will,,,No,0,,,,,,,,,
,160,25525,218626,2,It has,,,No,0,,,,,,,,,
,160,25525,218626,3,It is,,,Yes,1,,,,,,,,,
,160,25526,218627,4,It will,,,Yes,1,,,,,,,,,
,160,25526,218627,5,It has,,,No,0,,,,,,,,,
,160,25526,218627,6,It won't,,,No,0,,,,,,,,,
,160,25527,218628,7,It would/had,,,Yes,1,,,,,,,,,
,160,25527,218628,8,It did,,,No,0,,,,,,,,,
,160,25527,218628,9,It should,,,No,0,,,,,,,,,
,160,25528,218629,10,I were,,,No,0,,,,,,,,,
,160,25528,218629,11,I have,,,No,0,,,,,,,,,
,160,25528,218629,12,I am,,,Yes,1,,,,,,,,,
,160,25529,218630,13,I have,,,Yes,1,,,,,,,,,
,160,25529,218630,14,I were,,,No,0,,,,,,,,,
,160,25529,218630,15,I am,,,No,0,,,,,,,,,
,160,25530,218631,16,I can,,,No,0,,,,,,,,,
,160,25530,218631,17,I will,,,Yes,1,,,,,,,,,
,160,25530,218631,18,I should,,,No,0,,,,,,,,,
,160,25531,218632,19,I could,,,No,0,,,,,,,,,
,160,25531,218632,20,I should,,,No,0,,,,,,,,,
,160,25531,218632,21,I would/had,,,Yes,1,,,,,,,,,
,160,25532,218633,22,He would/had,,,Yes,1,,,,,,,,,
,160,25532,218633,23,He could,,,No,0,,,,,,,,,
,160,25532,218633,24,He should,,,No,0,,,,,,,,,
,160,25533,218634,25,He has,,,No,0,,,,,,,,,
,160,25533,218634,26,He is,,,Yes,1,,,,,,,,,
,160,25533,218634,27,He was,,,No,0,,,,,,,,,
,160,25534,218635,28,He will,,,Yes,1,,,,,,,,,
,160,25534,218635,29,He can,,,No,0,,,,,,,,,
,160,25534,218635,30,He shall,,,No,0,,,,,,,,,
,160,25535,218636,31,She is,,,Yes,1,,,,,,,,,
,160,25535,218636,32,She has,,,No,0,,,,,,,,,
,160,25535,218636,33,She was,,,No,0,,,,,,,,,
,160,25536,218637,34,She could,,,No,0,,,,,,,,,
,160,25536,218637,35,She shall,,,No,0,,,,,,,,,
,160,25536,218637,36,She will,,,Yes,1,,,,,,,,,
,160,25537,218638,37,She could,,,No,0,,,,,,,,,
,160,25537,218638,38,She should,,,No,0,,,,,,,,,
,160,25537,218638,39,She would/had,,,Yes,1,,,,,,,,,
,160,25538,218639,40,You was,,,No,0,,,,,,,,,
,160,25538,218639,41,You are,,,Yes,1,,,,,,,,,
,160,25538,218639,42,You were,,,No,0,,,,,,,,,
,160,25539,218640,43,You will,,,Yes,1,,,,,,,,,
,160,25539,218640,44,You can,,,No,0,,,,,,,,,
,160,25539,218640,45,You shall,,,No,0,,,,,,,,,
,160,25540,218641,46,You will,,,No,0,,,,,,,,,
,160,25540,218641,47,You can,,,No,0,,,,,,,,,
,160,25540,218641,48,You would/had,,,Yes,1,,,,,,,,,
,160,25541,218642,49,You were,,,No,0,,,,,,,,,
,160,25541,218642,50,You have,,,Yes,1,,,,,,,,,
,160,25541,218642,51,You could,,,No,0,,,,,,,,,
,160,25542,218643,52,We can,,,No,0,,,,,,,,,
,160,25542,218643,53,We are,,,Yes,1,,,,,,,,,
,160,25542,218643,54,We were,,,No,0,,,,,,,,,
,160,25543,218644,55,We will,,,Yes,1,,,,,,,,,
,160,25543,218644,56,We can,,,No,0,,,,,,,,,
,160,25543,218644,57,We shall,,,No,0,,,,,,,,,
,160,25544,218645,58,We were,,,No,0,,,,,,,,,
,160,25544,218645,59,We are,,,No,0,,,,,,,,,
,160,25544,218645,60,We have,,,Yes,1,,,,,,,,,
,162,25585,218686,101,John,,,Yes,1,,,,,,,,,
,162,25585,218686,102,loves,,,No,0,,,,,,,,,
,162,25585,218686,103,cook,,,No,0,,,,,,,,,
,162,25586,218687,104,hill,,,No,0,,,,,,,,,
,162,25586,218687,105,Walter,,,Yes,1,,,,,,,,,
,162,25586,218687,106,climbing,,,No,0,,,,,,,,,
,162,25587,218688,107,watching,,,No,0,,,,,,,,,
,162,25587,218688,108,Rose,,,Yes,1,,,,,,,,,
,162,25587,218688,109,tv,,,No,0,,,,,,,,,
,162,25588,218689,110,The family,,,Yes,1,,,,,,,,,
,162,25588,218689,111,italian food,,,No,0,,,,,,,,,
,162,25588,218689,112,cooks,,,No,0,,,,,,,,,
,162,25589,218690,113,grandmother,,,No,0,,,,,,,,,
,162,25589,218690,114,bakes,,,No,0,,,,,,,,,
,162,25589,218690,115,Annie,,,Yes,1,,,,,,,,,
,162,25590,218691,116,the soccer team,,,No,0,,,,,,,,,
,162,25590,218691,117,Dominic,,,Yes,1,,,,,,,,,
,162,25590,218691,118,joins,,,No,0,,,,,,,,,
,162,25591,218692,119,New York,,,No,0,,,,,,,,,
,162,25591,218692,120,a show,,,No,0,,,,,,,,,
,162,25591,218692,121,The magician,,,Yes,1,,,,,,,,,
,162,25592,218693,122,Leslie,,,Yes,1,,,,,,,,,
,162,25592,218693,123,his birthday,,,No,0,,,,,,,,,
,162,25592,218693,124,celebrating,,,No,0,,,,,,,,,
,162,25593,218694,125,his shirt,,,No,0,,,,,,,,,
,162,25593,218694,126,weird,,,No,0,,,,,,,,,
,162,25593,218694,127,Mr. Anderson,,,Yes,1,,,,,,,,,
,162,25594,218695,128,stickers,,,No,0,,,,,,,,,
,162,25594,218695,129,The car,,,Yes,1,,,,,,,,,
,162,25594,218695,130,the body,,,No,0,,,,,,,,,
,162,25595,218696,131,the test,,,No,0,,,,,,,,,
,162,25595,218696,132,The teacher,,,Yes,1,,,,,,,,,
,162,25595,218696,133,all,,,No,0,,,,,,,,,
,166,25658,218759,196,said,,,Yes,1,,,,,,,,,
,166,25658,218759,197,saying,,,No,0,,,,,,,,,
,166,25658,218759,198,says,,,No,0,,,,,,,,,
,166,25659,218760,199,making,,,No,0,,,,,,,,,
,166,25659,218760,200,makes,,,No,0,,,,,,,,,
,166,25659,218760,201,made,,,Yes,1,,,,,,,,,
,166,25660,218761,202,goed,,,No,0,,,,,,,,,
,166,25660,218761,203,going,,,No,0,,,,,,,,,
,166,25660,218761,204,went,,,Yes,1,,,,,,,,,
,166,25661,218762,205,taken,,,No,0,,,,,,,,,
,166,25661,218762,206,took,,,Yes,1,,,,,,,,,
,166,25661,218762,207,taking,,,No,0,,,,,,,,,
,166,25662,218763,208,came,,,Yes,1,,,,,,,,,
,166,25662,218763,209,comed,,,No,0,,,,,,,,,
,166,25662,218763,210,coming,,,No,0,,,,,,,,,
,166,25663,218764,211,seen,,,No,0,,,,,,,,,
,166,25663,218764,212,seed,,,No,0,,,,,,,,,
,166,25663,218764,213,saw,,,Yes,1,,,,,,,,,
,166,25664,218765,214,knowed,,,No,0,,,,,,,,,
,166,25664,218765,215,knew,,,Yes,1,,,,,,,,,
,166,25664,218765,216,known,,,No,0,,,,,,,,,
,166,25665,218766,217,getting,,,No,0,,,,,,,,,
,166,25665,218766,218,gotten,,,No,0,,,,,,,,,
,166,25665,218766,219,got,,,Yes,1,,,,,,,,,
,166,25666,218767,220,gave,,,Yes,1,,,,,,,,,
,166,25666,218767,221,gived,,,No,0,,,,,,,,,
,166,25666,218767,222,given,,,No,0,,,,,,,,,
,166,25667,218768,223,finded,,,No,0,,,,,,,,,
,166,25667,218768,224,finding,,,No,0,,,,,,,,,
,166,25667,218768,225,found,,,Yes,1,,,,,,,,,
,166,25668,218769,226,clean,,,No,0,,,,,,,,,
,166,25668,218769,227,cleaned,,,Yes,1,,,,,,,,,
,166,25668,218769,228,cleaning,,,No,0,,,,,,,,,
,166,25669,218770,229,told,,,Yes,1,,,,,,,,,
,166,25669,218770,230,telled,,,No,0,,,,,,,,,
,166,25669,218770,231,telling,,,No,0,,,,,,,,,
,166,25670,218771,232,becomed,,,No,0,,,,,,,,,
,166,25670,218771,233,became,,,Yes,1,,,,,,,,,
,166,25670,218771,234,becoming,,,No,0,,,,,,,,,
,166,25671,218772,235,showed,,,Yes,1,,,,,,,,,
